Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"28,279,000","49,052,000","3,575,000",-,"4,142,000","35,761,000","45,135,000",-,"20,326,000","71,127,000","13,044,000",-,"21,321,000","145,000","34,430,000","38,608,000","136,000","86,000","11,773,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Equity Investments,"-4,367,000","-5,322,000","-5,796,000","-2,924,000","-6,794,000","-7,451,000","-1,227,000","-7,961,000","-3,696,000","-1,166,000","-4,873,000","-7,393,000","-3,855,000","-4,817,000","28,106,000","-3,023,000","-3,101,000","-1,885,000","-1,515,000","-2,661,000",Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"12,346,000",-,-,-,"40,433,000",-,-,-,"59,026,000",-,-,-,"-78,924,000",-,-,-,"7,747,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"14,654,000",-,-,-,"-15,483,000",-,-,"-4,200,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"-98,178,000","-109,151,000","-128,527,000","-81,088,000","-161,578,000","-121,862,000","-109,617,000","-202,069,000","-169,122,000","-81,366,000","-125,257,000","-106,176,000","-80,343,000","-134,442,000","-62,983,000","-138,982,000","-121,760,000","-95,038,000","-63,394,000","-80,400,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"1,020,000","229,000","2,508,000","5,790,000","645,000","-429,000","1,297,000","5,349,000","-167,000","-47,000","241,000","-114,000","5,000","-68,000","-191,000","-17,000","-19,000","-106,000","-77,000","-38,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"-99,198,000","-109,380,000","-131,035,000","-86,878,000","-162,223,000","-121,433,000","-110,914,000","-207,418,000","-168,955,000","-81,319,000","-125,498,000","-106,062,000","-80,348,000","-134,374,000","-62,792,000","-138,965,000","-121,741,000","-94,932,000","-63,317,000","-80,362,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"-99,198,000","-109,380,000","-131,035,000","-86,878,000","-162,223,000","-121,433,000","-110,914,000","-207,418,000","-168,955,000","-81,319,000","-125,498,000","-106,062,000","-80,348,000","-134,374,000","-62,792,000","-138,965,000","-121,741,000","-94,932,000","-63,317,000","-80,362,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"57,535,349","57,345,613","56,883,257","56,560,368","56,272,698","56,218,257","56,091,927","55,939,826","55,831,561","55,805,486","56,720,063","56,829,673","54,639,597","53,848,166","53,759,952","53,523,699","52,715,204","48,207,661","47,985,837","47,827,969",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"57,535,349","57,345,613","56,883,257","56,560,368","56,272,698","56,218,257","56,091,927","55,939,826","55,831,561","55,805,486","56,720,063","56,829,673","54,639,597","53,848,166","53,759,952","53,523,699","52,715,204","48,207,661","47,985,837","47,827,969",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),2.244%,2.005%,1.411%,1.109%,0.790%,0.740%,-1.107%,-1.566%,2.182%,3.635%,5.506%,6.177%,3.651%,11.700%,12.033%,11.909%,10.768%,2.155%,10.639%,13.692%,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),-1.724,-1.907,-2.304,-1.536,-2.883,-2.160,-1.977,-3.708,-3.026,-1.457,-2.213,-1.866,-1.471,-2.495,-1.168,-2.596,-2.309,-1.969,-1.319,-1.680,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),-1.724,-1.907,-2.304,-1.536,-2.883,-2.160,-1.977,-3.708,-3.026,-1.457,-2.213,-1.866,-1.471,-2.495,-1.168,-2.596,-2.309,-1.969,-1.319,-1.680,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"-56,598,000","-61,650,000","-101,781,000","-42,407,000","-125,695,000","-153,572,000","-148,129,000","-145,467,000","-101,996,000","-128,119,000","-134,606,000","-128,107,000","-108,819,000","-118,783,000","-85,644,000","-94,596,000","-62,690,000","-61,195,000","-72,927,000","-50,365,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,-0.984,-1.075,-1.789,-0.750,-2.234,-2.732,-2.641,-2.600,-1.827,-2.296,-2.373,-2.254,-1.992,-2.206,-1.593,-1.767,-1.189,-1.269,-1.520,-1.053,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,80.632%,68.151%,92.107%,85.870%,84.619%,72.719%,86.243%,77.673%,88.927%,82.370%,37.815%,28.058%,100.000%,100.000%,100.000%,34707.850%,-,-,-,100.000%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,-167.280%,-370.179%,-51.249%,-26.587%,-279.816%,-297.170%,-427.774%,-643.719%,-945.095%,-2303.458%,-1875.059%,-2298.979%,-8709.075%,-11509.687%,-16709.115%,-17877.196%,-2859.086%,-5776.253%,-3290.112%,-2586.677%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,-171.525%,-303.850%,-136.646%,-63.091%,-337.725%,-256.226%,-330.209%,-905.914%,-1105.003%,-1320.114%,-1837.991%,-2165.857%,-7219.048%,-13148.141%,-8417.158%,-25974.766%,-4415.705%,-6610.864%,-2845.708%,-3205.505%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,-97.865%,-171.260%,-106.139%,-30.796%,-261.679%,-324.039%,-441.004%,-635.338%,-667.077%,-2079.854%,-1971.383%,-2616.030%,-9777.089%,-11622.603%,-11480.429%,-17681.495%,-2273.848%,-4261.490%,-3277.618%,-2008.975%,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"-92,369,000","-128,869,000","-44,668,000","-34,972,750","-129,664,000","-136,193,000","-139,139,000","-145,942,500","-139,990,000","-137,502,000","-123,614,000","-111,585,250","-93,149,000","-114,009,000","-120,936,000","-94,995,250","-76,555,000","-80,748,000","-71,212,000","-64,412,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,-159.717%,-,-46.581%,-25.397%,-269.942%,-287.369%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"4,374,000","4,388,000","4,477,000","1,638,250","4,743,000","4,645,000","4,546,000","1,443,500","4,515,000","4,391,000","4,415,000","995,750","3,783,000","3,620,000","3,714,000","647,750","2,270,000","2,199,000","1,993,000","436,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"-96,743,000","-133,257,000","-49,145,000","-36,611,000","-134,407,000","-140,838,000","-143,685,000","-147,386,000","-144,505,000","-141,893,000","-128,029,000","-112,581,000","-96,932,000","-117,629,000","-124,650,000","-95,643,000","-78,825,000","-82,947,000","-73,205,000","-64,848,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,-167.280%,-,-51.249%,-26.587%,-279.816%,-297.170%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
