Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Income Tax Expense,"395,000","7,117,000","5,329,000","-5,284,000","7,763,000","9,355,000","4,045,000","7,938,000","1,320,000","3,388,000","879,000","92,000","237,000","-354,000","-143,000","832,000","96,000","20,000","115,000","711,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"33,611,000","6,460,000","36,119,000","45,655,000","-40,937,000","-23,940,000","-516,755,000","-109,244,000","-257,738,000","-231,481,000","-105,025,000","-121,981,000","-48,144,000","-81,405,000","-167,250,000","-189,317,000","-196,499,000","-150,820,000","-17,492,000","-235,703,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"33,611,000","6,460,000","36,119,000","45,655,000","-40,937,000","-23,940,000","-516,755,000","-109,244,000","-257,738,000","-231,481,000","-105,025,000","-121,981,000","-48,144,000","-81,405,000","-167,250,000","-189,317,000","-196,499,000","-150,820,000","-17,492,000","-235,703,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"95,390,000","94,618,000","93,991,000","93,617,000","88,889,000","88,743,000","88,186,000","87,838,000","87,628,000","87,511,000","87,253,000","85,951,000","79,880,000","79,746,000","79,454,000","78,905,000","78,501,000","77,968,000","76,432,000","74,557,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"100,448,000","99,144,000","99,114,000","105,594,000","88,889,000","88,743,000","88,186,000","87,838,000","87,628,000","87,511,000","87,253,000","85,951,000","79,880,000","79,746,000","79,454,000","78,905,000","78,501,000","77,968,000","76,432,000","74,557,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),13.004%,11.720%,12.392%,20.214%,1.439%,1.408%,1.069%,2.195%,9.700%,9.737%,9.816%,8.930%,1.757%,2.280%,3.954%,5.832%,5.829%,5.422%,6.554%,8.600%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.352,0.068,0.384,0.488,-0.461,-0.270,-5.860,-1.244,-2.941,-2.645,-1.204,-1.419,-0.603,-1.021,-2.105,-2.399,-2.503,-1.934,-0.229,-3.161,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.339,0.068,0.369,0.430,-0.461,-0.270,-5.860,-1.244,-2.941,-2.650,-1.204,-1.420,-0.603,-1.021,-2.105,-2.400,-2.503,-1.934,-0.230,-3.161,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-107,962,000","-14,225,000","-274,520,000","-73,696,000","-144,379,000","-140,143,000","-218,881,000","-100,356,000","-73,195,000","-75,893,000","-106,726,000","-31,532,000","-133,570,000","-115,040,000","-201,520,000","-203,145,000","-263,489,000","-126,772,000","618,670,000","-181,052,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.075,-0.143,-2.770,-0.698,-1.624,-1.579,-2.482,-1.143,-0.835,-0.867,-1.223,-0.367,-1.672,-1.443,-2.536,-2.575,-3.357,-1.626,8.094,-2.428,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,32.322%,38.215%,39.304%,39.591%,30.285%,-5.656%,-10.728%,5.349%,-11.460%,-24.257%,-7.050%,-13.441%,14.174%,-57.925%,-48.025%,-58.155%,-42.751%,-46.956%,-30.871%,-138.239%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,4.751%,-0.193%,8.442%,6.206%,-6.281%,-51.110%,-54.473%,-41.340%,-57.044%,-90.426%,-41.209%,-52.275%,-18.193%,-102.124%,-96.552%,-117.554%,-95.236%,-100.721%,-103.828%,-219.771%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,7.195%,1.780%,8.736%,11.506%,-12.337%,-9.164%,-203.848%,-42.273%,-111.929%,-99.141%,-49.815%,-60.548%,-25.418%,-49.610%,-113.829%,-130.439%,-136.530%,-109.797%,-15.388%,-235.437%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-23.110%,-3.919%,-66.395%,-18.573%,-43.512%,-53.646%,-86.344%,-38.833%,-31.787%,-32.504%,-50.622%,-15.652%,-70.520%,-70.108%,-137.153%,-139.967%,-183.075%,-92.290%,544.249%,-180.848%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"32,002,000","8,018,000","43,649,000","35,997,000","-9,914,000","-122,727,000","-126,783,000","-96,280,000","-120,652,000","-201,243,000","-76,162,000","-95,279,000","-23,963,000","-159,127,000","-132,935,000","-163,777,000","-130,449,000","-131,878,000","-111,497,000","-213,823,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,6.850%,2.209%,10.557%,9.072%,-2.988%,-46.979%,-50.013%,-37.256%,-52.396%,-86.190%,-36.125%,-47.294%,-12.652%,-96.976%,-90.474%,-112.842%,-90.637%,-96.007%,-98.085%,-213.582%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"9,806,000","8,719,000","8,744,000","11,372,000","10,928,000","10,792,000","11,305,000","10,553,000","10,703,000","9,889,000","10,719,000","10,034,000","10,495,000","8,447,000","8,930,000","6,839,000","6,619,000","6,475,000","6,529,000","6,196,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"22,196,000","-701,000","34,905,000","24,625,000","-20,842,000","-133,519,000","-138,088,000","-106,833,000","-131,355,000","-211,132,000","-86,881,000","-105,313,000","-34,458,000","-167,574,000","-141,865,000","-170,616,000","-137,068,000","-138,353,000","-118,026,000","-220,019,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,4.751%,-0.193%,8.442%,6.206%,-6.281%,-51.110%,-54.473%,-41.340%,-57.044%,-90.425%,-41.209%,-52.275%,-18.193%,-102.124%,-96.552%,-117.554%,-95.236%,-100.721%,-103.828%,-219.771%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,1.161%,52.419%,12.857%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"467,172,000","362,931,000","413,464,000","396,781,000","331,817,000","261,238,000","253,500,000","258,427,000","230,269,000","233,487,000","210,830,000","201,461,000","189,406,000","164,089,000","146,931,000","145,138,000","143,924,000","137,363,000","113,674,000","100,113,000",Upgrade,Financials in USD,Fiscal year is January - December
