Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"296,000","888,000","-1,724,000","-23,000","155,000","-496,000","-88,000","96,000","199,000","2,865,000","6,155,000","3,709,000","-45,000","324,000","-401,000","-103,000","-52,000","-56,000","-60,000","-65,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-41,199,000","-462,485,000","-14,793,000","-13,831,000","-19,661,000","-20,541,000","-21,630,000","-20,716,000","-27,012,000","-34,164,000","-21,079,000","-21,211,000","-21,989,000","-19,334,000","-20,447,000","-13,412,000","-11,153,000","-8,551,000","-8,761,000","-10,053,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-11,000","-7,000","1,000","44,000","12,000","-99,000","-96,000","-129,000","-191,000","-694,000","-214,000","-136,000","10,000","1,000","45,000","132,000","119,000","-48,000","15,000","42,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-41,210,000","-462,492,000","-14,792,000","-13,787,000","-19,649,000","-20,640,000","-21,726,000","-20,845,000","-27,203,000","-34,858,000","-21,293,000","-25,134,000","-21,979,000","-19,333,000","-20,402,000","-13,280,000","-11,034,000","-8,599,000","-8,746,000","-10,011,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-41,210,000","-462,492,000","-14,792,000","-13,787,000","-19,649,000","-20,640,000","-21,726,000","-20,845,000","-27,203,000","-34,858,000","-21,293,000","-25,134,000","-21,979,000","-19,333,000","-20,402,000","-13,280,000","-11,034,000","-8,599,000","-8,746,000","-10,011,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-41,210,000","-462,492,000","-14,792,000","-13,787,000","-19,649,000","-20,640,000","-21,726,000","-20,845,000","-27,203,000","-34,858,000","-21,293,000","-25,134,000","-21,979,000","-19,333,000","-20,402,000","-13,280,000","-11,034,000","-8,599,000","-8,746,000","-10,011,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"273,565,000","244,738,000","219,048,000","218,993,000","218,935,000","218,848,000","218,741,000","218,497,000","218,300,000","216,603,000","213,411,000","210,358,000","207,101,000","204,017,000","169,659,000","123,855,000","91,771,000","88,745,000","85,714,375","237,366,791",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"273,565,000","244,738,000","219,048,000","218,993,000","218,935,000","218,848,000","218,741,000","218,497,000","218,300,000","216,603,000","213,411,000","210,358,000","207,101,000","204,017,000","169,659,000","123,855,000","91,771,000","88,745,000","85,714,375","237,366,791",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),24.953%,11.830%,0.140%,0.227%,0.291%,1.036%,2.498%,3.869%,5.408%,6.169%,25.788%,69.842%,125.672%,129.891%,97.935%,-47.821%,-58.633%,-51.700%,-53.349%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.151,-1.890,-0.068,-0.063,-0.090,-0.094,-0.099,-0.095,-0.125,-0.161,-0.100,-0.119,-0.106,-0.095,-0.120,-0.107,-0.120,-0.097,-0.102,-0.042,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.151,-1.890,-0.068,-0.063,-0.090,-0.094,-0.099,-0.095,-0.125,-0.161,-0.100,-0.121,-0.106,-0.095,-0.120,-0.107,-0.120,-0.100,-0.102,-0.042,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-31,233,000","-37,324,000","-15,729,000","-15,042,000","-16,177,000","-17,507,000","-19,342,000","-16,234,000","-28,195,000","-27,113,000","-24,936,000","-23,617,000","-13,177,000","-16,834,000","-14,844,000","-12,964,000","-8,053,000","-6,842,000","-8,815,000","-9,734,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.114,-0.153,-0.072,-0.069,-0.074,-0.080,-0.088,-0.074,-0.129,-0.125,-0.117,-0.112,-0.064,-0.083,-0.087,-0.105,-0.088,-0.077,-0.103,-0.041,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-108.391%,6.132%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-6616.369%,-32779.443%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5668.501%,-32229.408%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-4296.149%,-2600.976%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-47,939,000","-470,141,000","-20,141,000","-20,776,000","-26,284,000","-26,075,000","-26,465,000","-24,286,000","-29,282,000","-37,822,000","-28,146,000","-25,779,000","-22,721,000","-20,393,000","-20,454,000","-13,741,000","-11,520,000","-8,991,000","-9,196,000","-10,613,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"162,000","244,000","58,000","55,000","55,000","56,000","56,000","49,000","56,000","48,000","46,000","43,000","70,000","41,000","30,000","27,000","26,000","26,000","24,000","8,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-48,101,000","-470,385,000","-20,199,000","-20,831,000","-26,339,000","-26,131,000","-26,521,000","-24,335,000","-29,338,000","-37,870,000","-28,192,000","-25,822,000","-22,791,000","-20,434,000","-20,484,000","-13,768,000","-11,546,000","-9,017,000","-9,220,000","-10,621,000",Upgrade,Financials in USD,Fiscal year is January - December
