Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"85,600,000","-185,400,000","12,100,000","-61,400,000","-26,700,000","-16,200,000","-150,600,000","-3,100,000","-66,600,000","-85,300,000","-3,300,000","309,500,000","-44,600,000","7,200,000","86,300,000","253,200,000","84,000,000","120,700,000","-20,700,000","100,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-7,500,000","-17,100,000","500,000","7,500,000","-20,300,000","-1,800,000","-9,700,000","-51,400,000",-,-,-,-,-,-,-,-,-,-,-,"-4,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,"-218,200,000",-,-,"-6,700,000",-,-,-,"-41,700,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"64,300,000","-40,000,000",-,-,"-700,000","74,900,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-27,200,000",-,-,-,"-306,700,000",-,-,-,-,-,-,-,-,-,-,"-29,000,000",-,-,"-12,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-100,000","-500,000","-600,000",-,"-400,000","-300,000","-200,000","-600,000","-1,300,000","-500,000","-300,000","-900,000",-,"-1,100,000","-400,000",-,-,"-600,000","-12,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"142,400,000","-269,800,000","12,100,000","-54,500,000","-265,900,000","-250,200,000","-160,600,000","-61,400,000","-67,200,000","-86,600,000","-3,800,000","267,500,000","-45,500,000","7,200,000","85,200,000","252,800,000","55,000,000","120,700,000","-21,300,000","71,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"27,600,000","13,300,000","3,100,000","-5,000,000","-2,500,000","11,200,000","25,600,000","5,600,000","19,900,000","-32,800,000","-100,000","78,200,000","-12,800,000","2,600,000","15,500,000","67,400,000","15,500,000","28,000,000","-8,800,000","24,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"114,800,000","-283,100,000","9,000,000","-49,500,000","-263,400,000","-261,400,000","-186,200,000","-67,000,000","-87,100,000","-53,800,000","-3,700,000","189,300,000","-32,700,000","4,600,000","69,700,000","185,400,000","39,500,000","92,700,000","-12,500,000","46,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"114,800,000","-283,100,000","9,000,000","-49,500,000","-263,400,000","-261,400,000","-186,200,000","-67,000,000","-87,100,000","-53,800,000","-3,700,000","189,300,000","-32,700,000","4,600,000","69,700,000","185,400,000","39,500,000","92,700,000","-12,500,000","46,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"114,800,000","-283,100,000","9,000,000","-49,500,000","-263,400,000","-261,400,000","-186,200,000","-67,000,000","-87,100,000","-53,800,000","-3,700,000","189,300,000","-32,700,000","4,600,000","69,700,000","185,400,000","39,500,000","92,700,000","-12,500,000","46,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"114,800,000","-283,100,000","9,000,000","-49,500,000","-263,400,000","-261,400,000","-186,200,000","-67,000,000","-87,100,000","-53,800,000","-3,700,000","189,300,000","-32,700,000","4,600,000","69,700,000","185,400,000","39,500,000","92,700,000","-12,500,000","46,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,2.104%,-,-95.038%,-,295.309%,-8.565%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"53,100,000","52,600,000","52,200,000","51,900,000","51,800,000","50,700,000","50,200,000","49,900,000","49,900,000","50,000,000","50,700,000","53,500,000","53,700,000","53,600,000","53,300,000","53,100,000","53,000,000","52,600,000","52,000,000","51,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"55,600,000","52,600,000","52,200,000","51,900,000","51,800,000","50,700,000","50,200,000","49,900,000","49,900,000","50,000,000","50,700,000","54,100,000","53,700,000","54,000,000","54,500,000","54,200,000","54,300,000","53,500,000","52,000,000","52,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),7.336%,3.748%,3.984%,4.008%,3.808%,1.400%,-0.986%,-7.763%,-7.076%,-7.407%,-6.972%,-0.185%,-1.105%,0.935%,4.808%,3.042%,3.824%,3.883%,1.563%,3.340%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),2.162,-5.382,0.172,-0.954,-5.085,-5.156,-3.709,-1.343,-1.745,-1.076,-0.073,3.538,-0.609,0.086,1.308,3.492,0.745,1.762,-0.240,0.907,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),2.060,-5.382,0.170,-0.954,-5.085,-5.160,-3.710,-1.343,-1.750,-1.076,-0.073,3.497,-0.610,0.086,1.280,3.423,0.730,1.730,-0.240,0.887,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,2.171%,-,-95.039%,-,285.933%,-12.048%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"147,900,000","42,900,000","-73,400,000","20,700,000","47,400,000","-126,900,000","-199,100,000","69,200,000","-101,900,000","-47,700,000","-69,500,000","282,300,000","-38,500,000","-96,700,000","-51,000,000","209,100,000","59,500,000","92,800,000","33,600,000","86,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,2.660,0.816,-1.406,0.399,0.915,-2.503,-3.966,1.387,-2.042,-0.954,-1.371,5.218,-0.717,-1.791,-0.936,3.858,1.096,1.735,0.646,1.635,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,55.888%,-25.716%,46.871%,19.957%,34.159%,36.520%,-14.790%,34.615%,21.300%,7.920%,34.374%,59.126%,19.088%,30.390%,56.064%,60.995%,46.937%,54.978%,38.182%,52.484%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,24.506%,-62.466%,13.249%,-18.330%,-1.331%,4.735%,-83.749%,0.909%,-18.633%,-31.055%,2.244%,44.165%,-10.274%,3.648%,28.134%,44.340%,23.442%,31.923%,-5.714%,29.586%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,39.074%,-111.150%,2.996%,-17.896%,-97.375%,-77.360%,-113.329%,-20.291%,-36.307%,-22.426%,-1.203%,26.175%,-9.939%,1.157%,20.321%,31.801%,10.254%,23.486%,-6.494%,13.017%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,50.340%,16.843%,-24.434%,7.484%,17.523%,-37.555%,-121.181%,20.957%,-42.476%,-19.883%,-22.602%,39.035%,-11.702%,-24.327%,-14.869%,35.866%,15.447%,23.512%,17.455%,23.869%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"97,700,000","-131,500,000","66,800,000","-22,000,000","23,300,000","48,000,000","-104,100,000","24,600,000","-1,200,000","-44,100,000","36,400,000","347,200,000","-2,500,000","46,200,000","123,900,000","286,100,000","118,000,000","153,600,000","16,100,000","133,900,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,33.254%,-51.629%,22.237%,-7.954%,8.614%,14.205%,-63.360%,7.450%,-0.500%,-18.383%,11.837%,48.009%,-0.760%,11.623%,36.122%,49.074%,30.633%,38.916%,8.364%,37.163%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"25,700,000","27,600,000","27,000,000","28,700,000","26,900,000","32,000,000","33,500,000","21,600,000","43,500,000","30,400,000","29,500,000","27,800,000","31,300,000","31,700,000","27,400,000","27,600,000","27,700,000","27,600,000","27,100,000","27,300,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"72,000,000","-159,100,000","39,800,000","-50,700,000","-3,600,000","16,000,000","-137,600,000","3,000,000","-44,700,000","-74,500,000","6,900,000","319,400,000","-33,800,000","14,500,000","96,500,000","258,500,000","90,300,000","126,000,000","-11,000,000","106,600,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,24.506%,-62.466%,13.249%,-18.330%,-1.331%,4.735%,-83.749%,0.908%,-18.633%,-31.055%,2.244%,44.165%,-10.274%,3.648%,28.134%,44.340%,23.442%,31.923%,-5.714%,29.586%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,19.382%,-,25.620%,-,-,-,-,-,-,-,-,29.234%,-,36.111%,18.192%,26.661%,28.182%,23.198%,-,34.406%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"563,300,000","254,700,000","300,400,000","276,600,000","520,300,000","337,900,000","164,300,000","330,200,000","239,900,000","239,900,000","307,500,000","723,200,000","329,000,000","397,500,000","343,000,000","583,000,000","385,200,000","394,700,000","192,500,000","360,300,000",Upgrade,Financials in USD,Fiscal year is January - December
