Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Income Tax Expense,"82,000","90,000","90,000",-,-,-,-,-,-,-,-,"44,000","-123,000","139,000","71,000","41,000",-,"-20,587,000","11,000","210,000",Upgrade,Financials in USD,Fiscal year is December - November
Net Income,"-48,956,000","-44,546,000","-41,518,000","-41,956,000","-36,982,000","-24,277,000","-40,733,000","-46,717,000","-45,709,000","-45,401,000","-42,533,000","-37,702,000","-28,835,000","-26,382,000","-24,275,000","-19,914,000","-18,517,000","7,580,000","-12,391,000","-13,519,000",Upgrade,Financials in USD,Fiscal year is December - November
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,580,000","-7,580,000",-,Upgrade,Financials in USD,Fiscal year is December - November
Net Income to Common,"-48,956,000","-44,546,000","-41,518,000","-41,956,000","-36,982,000","-24,277,000","-40,733,000","-46,717,000","-45,709,000","-45,401,000","-42,533,000","-37,702,000","-28,835,000","-26,382,000","-24,275,000","-19,914,000","-18,517,000",-,"-4,811,000","-13,519,000",Upgrade,Financials in USD,Fiscal year is December - November
Shares Outstanding (Basic),"72,779,381","62,377,551","54,903,407","54,670,342","54,390,859","54,259,045","54,028,238","53,944,109","50,868,542","44,898,409","44,693,812","44,554,325","44,374,389","43,804,066","38,777,258","38,702,486","16,937,934","3,731,838","3,540,442","2,868,629",Upgrade,Financials in USD,Fiscal year is December - November
Shares Outstanding (Diluted),"72,779,381","62,377,551","54,903,407","54,670,342","54,390,859","54,259,045","54,028,238","53,944,109","50,868,542","44,898,409","44,693,812","44,554,325","44,374,389","43,804,066","38,777,258","38,702,486","16,937,934","4,909,829","3,540,442","2,868,629",Upgrade,Financials in USD,Fiscal year is December - November
Shares Change (YoY),33.808%,14.962%,1.620%,1.346%,6.924%,20.848%,20.885%,21.075%,14.635%,2.498%,15.258%,15.120%,161.982%,792.171%,995.266%,1249.163%,361.859%,51.182%,12.619%,-,Upgrade,Financials in USD,Fiscal year is December - November
EPS (Basic),-0.673,-0.714,-0.756,-0.767,-0.680,-0.447,-0.754,-0.866,-0.899,-1.011,-0.952,-0.846,-0.650,-0.602,-0.626,-0.515,-1.093,-,-1.359,-4.713,Upgrade,Financials in USD,Fiscal year is December - November
EPS (Diluted),-0.673,-0.714,-0.756,-0.767,-0.680,-0.447,-0.754,-0.866,-0.899,-1.011,-0.952,-0.846,-0.650,-0.602,-0.626,-0.515,-1.093,-,-1.359,-4.713,Upgrade,Financials in USD,Fiscal year is December - November
Free Cash Flow,"-44,524,000","-41,642,000","-44,835,000","24,104,000","-43,592,000","-19,549,000","-50,729,000","-40,520,000","-49,726,000","-35,703,000","-46,102,000","-31,773,000","-31,837,000","-33,626,000","7,210,000","-21,388,000","-7,811,000","-16,042,000","40,608,000","-13,701,000",Upgrade,Financials in USD,Fiscal year is December - November
Free Cash Flow Per Share,-0.612,-0.668,-0.817,0.441,-0.801,-0.360,-0.939,-0.751,-0.978,-0.795,-1.032,-0.713,-0.717,-0.768,0.186,-0.553,-0.461,-3.267,11.470,-4.776,Upgrade,Financials in USD,Fiscal year is December - November
Gross Margin,-,-,-201.507%,-227.944%,-159.143%,-49.182%,-261.182%,-,-,-,-,-,-201.463%,-266.577%,-,-205.651%,-,-238.164%,-,-,Upgrade,Financials in USD,Fiscal year is December - November
Operating Margin,-433.834%,-401.422%,-272.650%,-299.057%,-216.668%,-87.251%,-338.605%,-717.824%,-432.935%,-399.886%,-444.278%,-513.156%,-282.842%,-372.500%,-489.363%,-299.118%,-469.816%,-316.356%,-438.303%,-728.464%,Upgrade,Financials in USD,Fiscal year is December - November
Profit Margin,-388.910%,-368.392%,-250.335%,-276.773%,-200.260%,-79.140%,-321.112%,-688.737%,-423.584%,-397.140%,-442.085%,-509.762%,-281.262%,-372.049%,-484.434%,-297.713%,-453.293%,-,-167.982%,-726.047%,Upgrade,Financials in USD,Fiscal year is December - November
Free Cash Flow Margin,-353.702%,-344.376%,-270.335%,159.008%,-236.054%,-63.727%,-399.913%,-597.376%,-460.810%,-312.308%,-479.181%,-429.597%,-310.544%,-474.207%,143.883%,-319.749%,-191.212%,-383.596%,1417.877%,-735.822%,Upgrade,Financials in USD,Fiscal year is December - November
EBITDA,"-52,217,000","-46,210,000","-43,174,000","-44,800,000","-38,061,000","-24,869,000","-41,200,000","-48,271,000","-45,261,000","-44,433,000","-41,753,000","-37,196,000","-28,252,000","-25,769,000","-23,879,000","-19,364,000","-18,642,000","-12,735,000","-12,062,000","-13,015,000",Upgrade,Financials in USD,Fiscal year is December - November
EBITDA Margin,-,-,-260.320%,-295.534%,-206.103%,-81.070%,-,-,-,-,-,-,-275.575%,-,-,-289.490%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is December - November
D&A For EBITDA,"2,394,000","2,330,000","2,045,000","534,000","1,951,000","1,896,000","1,752,000","419,000","1,457,000","1,282,000","991,000","757,000","745,000","645,000","643,000","644,000","550,000","495,000","491,000","549,000",Upgrade,Financials in USD,Fiscal year is December - November
EBIT,"-54,611,000","-48,540,000","-45,219,000","-45,334,000","-40,012,000","-26,765,000","-42,952,000","-48,690,000","-46,718,000","-45,715,000","-42,744,000","-37,953,000","-28,997,000","-26,414,000","-24,522,000","-20,008,000","-19,192,000","-13,230,000","-12,553,000","-13,564,000",Upgrade,Financials in USD,Fiscal year is December - November
EBIT Margin,-,-,-272.650%,-299.057%,-216.667%,-87.251%,-,-,-,-,-,-,-282.842%,-,-,-299.118%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is December - November
Revenue as Reported,"12,588,000","12,092,000","16,585,000","15,159,000","18,467,000","30,676,000","12,685,000","6,783,000","10,791,000","11,432,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is December - November
