Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+9 Quarters,Currency,Fiscal_Year_period
Income Tax Expense,-,"-869,169",-,2,-,"-1,406,021",-,-,-,"-1,198,905",-,-,-,"-4,516,488",-,-,-,-,-,"-381,513",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-10,726,658","-8,327,897","-10,603,477","-10,898,216","-10,849,169","-11,534,895","-9,659,918","-19,137,683","-7,424,450","-5,819,200","-8,473,522","-6,319,962","-6,960,966","-588,931","-3,048,618","-4,026,806","-3,905,822","-2,929,344","-3,985,408","-4,177,843",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-10,726,658","-8,327,897","-10,603,477","-10,898,216","-10,849,169","-11,534,895","-9,659,918","-19,137,683","-7,424,450","-5,819,200","-8,473,522","-6,319,962","-6,960,966","-588,931","-3,048,618","-4,026,806","-3,905,822","-2,929,344","-3,985,408","-4,177,843",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"36,806,592","36,693,561","34,815,870","31,661,866","30,910,520","30,802,498","30,428,053","29,037,893","28,458,688","28,451,579","26,161,156","28,470,603","28,425,850","23,160,371","22,263,838","22,301,884","18,961,619","15,357,199","10,314,761","5,284,857",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"36,806,592","36,693,561","34,815,870","31,661,866","30,910,520","30,802,498","30,428,053","29,037,893","28,458,688","28,451,579","26,161,156","28,470,603","28,425,850","23,160,371","22,263,838","22,301,884","18,961,619","15,357,199","10,314,761","5,284,857",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),19.075%,19.125%,14.420%,9.036%,8.615%,8.263%,16.310%,1.993%,0.116%,22.846%,17.505%,27.660%,49.913%,50.811%,115.844%,321.996%,261.392%,196.709%,123.008%,47.204%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.291,-0.227,-0.305,-0.344,-0.351,-0.374,-0.317,-0.659,-0.261,-0.205,-0.324,-0.222,-0.245,-0.025,-0.137,-0.181,-0.206,-0.191,-0.386,-0.791,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.291,-0.227,-0.305,-0.347,-0.351,-0.374,-0.317,-0.662,-0.261,-0.205,-0.324,-0.222,-0.245,-0.030,-0.140,-0.183,-0.206,-0.191,-0.390,-0.791,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-7,999,688","-8,886,907","-9,938,189","-8,457,176","-7,175,930","-4,814,394","-13,188,636","-7,528,933","-5,892,906","-5,918,858","-6,369,009","-4,501,395","-5,128,705","946,225","-3,802,191","-4,629,370","-1,252,060","-4,103,311","-3,164,394","-5,519,870",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.217,-0.242,-0.285,-0.267,-0.232,-0.156,-0.433,-0.259,-0.207,-0.208,-0.243,-0.158,-0.180,0.041,-0.171,-0.208,-0.066,-0.267,-0.307,-1.044,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-10,163,563","-8,669,176","-10,083,222","-10,392,556","-10,505,283","-12,681,767","-9,408,302","-18,809,777","-7,241,779","-7,092,652","-8,479,136","-6,320,740","-6,961,051","-5,104,750","-3,047,413","-4,023,668","-3,903,128","-2,932,058","-4,027,925","-2,967,008",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"15,131","15,128","14,405","14,405","14,403","14,406","14,112","11,575","37,417",-,86,951,"1,273","1,273","1,860","3,902","3,901","3,903","3,902","4,600",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-10,178,694","-8,684,304","-10,097,627","-10,406,961","-10,519,686","-12,696,173","-9,422,414","-18,821,352","-7,279,196","-7,092,652","-8,479,222","-6,321,691","-6,962,324","-5,106,023","-3,049,273","-4,027,570","-3,907,029","-2,935,961","-4,031,827","-2,971,608",Upgrade,Financials in USD,Fiscal year is January - December
