Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Net Income,"-42,220,000","-38,676,000","-36,079,000","-41,434,000","-44,475,000","1,375,000","-45,857,000","-52,428,000","-46,148,000","9,883,000","-44,617,000","-55,608,000","126,597,000","-55,147,000","-52,171,000","-52,179,000","-52,704,000","-45,326,000","-40,019,000","-30,527,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-42,220,000","-38,676,000","-36,079,000","-41,434,000","-44,475,000","1,375,000","-45,857,000","-52,428,000","-46,148,000","9,883,000","-44,617,000","-55,608,000","126,597,000","-55,147,000","-52,171,000","-52,179,000","-52,704,000","-45,326,000","-40,019,000","-30,527,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-86.087%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"97,519,595","96,674,921","93,810,177","84,384,151","83,927,961","83,497,125","83,102,296","82,763,688","82,602,842","82,394,784","82,102,191","81,510,894","80,964,701","79,790,036","79,386,836","78,998,656","78,771,930","78,415,195","74,820,950","67,879,914",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"97,519,595","96,674,921","93,810,177","84,384,151","83,927,961","83,566,293","83,102,296","82,763,688","82,602,842","82,588,368","82,102,191","81,510,894","85,232,690","79,790,036","79,386,836","78,998,656","78,771,930","78,415,195","74,820,950","67,879,914",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),16.194%,15.687%,12.885%,1.958%,1.604%,1.184%,1.218%,1.537%,-3.085%,3.507%,3.420%,3.180%,8.202%,1.753%,6.102%,16.380%,16.574%,16.467%,70.715%,478.121%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.433,-0.400,-0.385,-0.491,-0.530,0.016,-0.552,-0.633,-0.559,0.120,-0.543,-0.682,1.564,-0.691,-0.657,-0.661,-0.669,-0.578,-0.535,-0.450,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.433,-0.400,-0.385,-0.491,-0.530,0.016,-0.552,-0.633,-0.559,0.120,-0.543,-0.682,1.490,-0.691,-0.657,-0.665,-0.670,-0.578,-0.535,-0.450,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-86.271%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-50,946,000","-63,134,000","-61,879,000","-46,303,000","-46,446,000","-44,221,000","-49,573,000","-49,691,000","-50,968,000","-58,186,000","134,399,000","-49,822,000","444,137,000","-45,371,000","-53,640,000","-48,446,000","-41,202,000","-46,239,000","-35,879,000","-30,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.522,-0.653,-0.660,-0.549,-0.553,-0.529,-0.597,-0.600,-0.617,-0.705,1.637,-0.611,5.211,-0.569,-0.676,-0.613,-0.523,-0.590,-0.480,-0.448,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-212.854%,66.916%,-184.194%,-214.174%,-,90.547%,-213.536%,-277.375%,-225.532%,31.705%,-116.732%,-277.233%,76.391%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-301.323%,-302.367%,-275.014%,-312.396%,-555.308%,-6.385%,-302.828%,-383.920%,-321.492%,11.866%,-180.285%,-398.235%,69.254%,-842.342%,-1280.657%,-1087.121%,-910.383%,-1469.685%,-586.780%,-519.647%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-275.192%,-256.421%,-227.012%,-272.772%,-488.253%,2.446%,-277.098%,-363.075%,-310.719%,12.377%,-182.304%,-397.370%,69.401%,-839.632%,-1269.367%,-1075.191%,-892.683%,-1429.842%,-558.067%,-508.699%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-332.069%,-418.577%,-389.348%,-304.826%,-509.891%,-78.665%,-299.553%,-344.120%,-343.173%,-72.868%,549.150%,-356.024%,243.479%,-690.789%,-1305.109%,-998.269%,-697.866%,-1458.644%,-500.335%,-506.582%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-44,911,000","-44,202,000","-42,265,000","-46,016,000","-49,119,000","-2,125,000","-48,755,000","-54,044,000","-46,401,000","10,859,000","-42,534,000","-54,135,000","127,934,000","-53,736,000","-51,094,000","-51,255,000","-52,285,000","-45,132,000","-40,632,000","-29,806,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-292.732%,-293.058%,-265.935%,-,-,-3.780%,-294.610%,-,-,13.599%,-173.792%,-,70.134%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,318,000","1,404,000","1,443,000","1,437,000","1,464,000","1,464,000","1,360,000","1,394,000","1,347,000","1,384,000","1,589,000","1,594,000","1,605,000","1,589,000","1,541,000","1,503,000","1,464,000","1,457,000","1,446,000","1,378,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-46,229,000","-45,606,000","-43,708,000","-47,453,000","-50,583,000","-3,589,000","-50,115,000","-55,438,000","-47,748,000","9,475,000","-44,123,000","-55,729,000","126,329,000","-55,325,000","-52,635,000","-52,758,000","-53,749,000","-46,589,000","-42,078,000","-31,184,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-275.014%,-,-,-6.385%,-,-,-,11.866%,-180.285%,-,69.254%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,50.325%,-,-,-,9.538%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"21,219,000",Upgrade,Financials in USD,Fiscal year is January - December
