Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+14 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-12,512,000","-8,461,000","-6,494,000","-5,476,000","-7,108,000","-8,239,000","-8,992,000","-11,232,000","-13,077,000","-10,468,000","-7,573,000","-7,151,000","-6,691,000","-11,311,000","-7,999,000","-4,724,000","-3,764,000","-2,922,000","-3,320,000","-3,194,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"34,355,050","34,318,709","25,048,134","21,165,760","21,127,281","19,048,627","17,917,769","13,536,944","9,693,788","9,647,726","9,458,745","9,453,542","9,452,238","7,390,600","6,131,821","4,266,432","3,289,252","1,744,014","1,546,839","540,109",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"34,355,050","34,318,709","25,048,134","21,165,760","21,127,281","19,048,627","17,917,769","13,536,944","9,693,788","9,647,726","9,458,745","9,453,542","9,452,238","7,390,600","6,131,821","4,266,432","3,289,252","1,744,014","1,546,839","540,109",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),62.610%,80.164%,39.795%,56.356%,117.947%,97.442%,89.431%,43.194%,2.555%,30.540%,54.257%,121.580%,187.367%,323.770%,296.410%,689.921%,712.137%,385.144%,360.288%,62.210%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.364,-0.247,-0.259,-0.259,-0.336,-0.433,-0.502,-0.830,-1.349,-1.085,-0.801,-0.756,-0.708,-1.530,-1.305,-1.107,-1.144,-1.675,-2.146,-5.914,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.364,-0.247,-0.259,-0.259,-0.336,-0.433,-0.502,-0.831,-1.349,-1.085,-0.801,-0.756,-0.708,-1.530,-1.305,-1.107,-1.144,-1.675,-2.146,-5.914,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-10,372,000","-4,921,000","-5,288,000","-4,370,000","-5,151,000","-6,676,000","-8,303,000","-11,143,000","-11,307,000","-8,340,000","-6,779,000","-5,218,000","-8,694,000","-9,076,000","-6,452,000","-2,480,000","-4,338,000","-2,210,000","-4,463,000","-3,415,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.302,-0.143,-0.211,-0.206,-0.244,-0.350,-0.463,-0.823,-1.166,-0.864,-0.717,-0.552,-0.920,-1.228,-1.052,-0.581,-1.319,-1.267,-2.885,-6.323,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-12,409,000","-8,374,000","-5,925,000","-4,329,000","-6,514,000","-7,659,000","-8,520,000","-10,797,000","-12,584,000","-10,017,000","-7,166,000","-7,053,000","-6,632,000","-11,239,000","-7,920,000","-4,657,000","-3,689,000","-2,853,000","-3,296,000","-3,147,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"57,000","57,000","57,000","57,000","58,000","55,000","58,000","65,000","55,000","56,000","60,000","62,000","61,000","63,000","64,000","64,000","65,000","65,000","61,000","62,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-12,466,000","-8,431,000","-5,982,000","-4,386,000","-6,572,000","-7,714,000","-8,578,000","-10,862,000","-12,639,000","-10,073,000","-7,226,000","-7,115,000","-6,693,000","-11,302,000","-7,984,000","-4,721,000","-3,754,000","-2,918,000","-3,357,000","-3,209,000",Upgrade,Financials in USD,Fiscal year is January - December
