Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Assets,-,-,-,"34,000",-,-,-,"-17,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,"-5,900,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"2,683,000","-2,220,000","-2,545,000","-1,578,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-5,479,000","-27,693,000","-11,118,000","-8,843,000","-5,351,000","-4,886,000","-12,502,000","-5,534,000","-7,921,000","-16,848,000","-21,641,000","-23,399,000","-21,706,000","-21,754,000","-23,086,000","-20,555,000","-21,506,000","-17,612,000","-17,176,000","-12,379,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"13,000","36,000","31,000","51,000",-,-,"-248,000",-,-,"-284,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-5,492,000","-27,729,000","-11,149,000","-8,894,000","-5,351,000","-4,886,000","-12,254,000","-5,534,000","-7,921,000","-16,564,000","-21,641,000","-23,399,000","-21,706,000","-21,754,000","-23,086,000","-20,555,000","-21,506,000","-17,612,000","-17,176,000","-12,379,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,492,000","-27,729,000","-11,149,000","-8,894,000","-5,351,000","-4,886,000","-12,254,000","-5,534,000","-7,921,000","-16,564,000","-21,641,000","-23,399,000","-21,706,000","-21,754,000","-23,086,000","-20,555,000","-21,506,000","-17,612,000","-17,176,000","-12,379,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"43,164,136","43,096,374","43,010,212","41,124,894","36,073,040","35,917,592","35,855,200","35,711,740","35,612,749","32,467,000","30,134,445","29,962,040","29,767,376","29,587,352","29,554,921","29,506,910","29,488,739","29,442,915","28,261,719","29,660,112",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"43,164,136","43,096,374","43,010,212","41,124,894","36,073,040","35,917,592","35,855,200","35,711,740","35,612,749","32,467,000","30,134,445","29,962,040","29,767,376","29,587,352","29,554,921","29,506,910","29,488,739","29,442,915","28,261,719","29,660,112",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),19.658%,19.987%,19.955%,15.158%,1.292%,10.628%,18.984%,19.190%,19.637%,9.733%,1.961%,1.542%,0.945%,0.491%,4.576%,-0.517%,9.864%,85.769%,702.651%,780.980%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.127,-0.643,-0.259,-0.216,-0.148,-0.136,-0.342,-0.155,-0.222,-0.510,-0.718,-0.781,-0.729,-0.735,-0.781,-0.697,-0.729,-0.598,-0.608,-0.417,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.127,-0.643,-0.259,-0.216,-0.148,-0.136,-0.342,-0.155,-0.222,-0.510,-0.718,-0.781,-0.730,-0.740,-0.781,-0.697,-0.729,-0.598,-0.608,-0.417,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-7,306,000","-8,778,000","-8,392,000","-6,102,000","-4,818,000","-3,827,000","-3,705,000","-5,913,000","-6,747,000","-15,415,000","-16,096,000","-14,462,000","-17,342,000","-17,661,000","-13,647,000","-13,286,000","-12,391,000","-14,409,000","-10,784,000","-10,959,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.169,-0.204,-0.195,-0.148,-0.134,-0.107,-0.103,-0.166,-0.189,-0.475,-0.534,-0.483,-0.583,-0.597,-0.462,-0.450,-0.420,-0.489,-0.382,-0.369,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-8,460,000","-8,798,000","-8,633,000","-5,539,000","-6,094,000","-5,583,000","-7,039,000","-6,277,000","-6,755,000","-16,174,000","-21,825,000","-23,460,000","-21,590,000","-21,696,000","-23,227,000","-20,767,000","-21,828,000","-18,191,000","-17,775,000","-12,873,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"86,000","44,000","40,000","304,000",-,"1,000","17,000","42,000","40,000","84,000","38,000","84,000","87,000","87,000","86,000","85,000","84,000","80,000","83,000","76,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-8,546,000","-8,842,000","-8,673,000","-5,843,000","-6,094,000","-5,584,000","-7,056,000","-6,319,000","-6,795,000","-16,258,000","-21,863,000","-23,544,000","-21,677,000","-21,783,000","-23,313,000","-20,852,000","-21,912,000","-18,271,000","-17,858,000","-12,949,000",Upgrade,Financials in USD,Fiscal year is January - December
