Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"4,054,000","4,097,000","3,046,000","3,819,000","3,466,000","3,221,000","3,440,000","3,041,000","920,000","274,000","160,000","134,000","138,000","21,000","154,000","176,000","466,000","801,000","1,136,000","1,268,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,088,000","9,202,000","524,000","559,000","-159,000","-17,000","-27,000","-420,000","670,000","-133,000","-233,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-43,985,000","-31,782,000","-141,072,000","-41,437,000","-43,795,000","-46,703,000","-52,179,000","-42,493,000","-39,821,000","-45,001,000","-52,764,000","-50,855,000","-44,102,000","-40,411,000","-34,244,000","-34,897,000","-33,818,000","-31,117,000","-34,164,000","-32,956,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,"-1,040,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"100,000,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-43,985,000","-31,782,000","-141,072,000","-41,437,000","-43,795,000","-46,703,000","-52,179,000","-42,493,000","-40,861,000","-45,001,000","-52,764,000","-50,855,000","-44,102,000","-40,411,000","65,756,000","-34,897,000","-33,818,000","-31,117,000","-34,164,000","-32,956,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-344,000","479,000","300,000","196,000","368,000",-,-,-,-,-,-,"-7,989,000","-8,995,000","-5,022,000","22,006,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-43,641,000","-32,261,000","-141,372,000","-41,633,000","-44,163,000","-46,703,000","-52,179,000","-42,493,000","-40,861,000","-45,001,000","-52,764,000","-42,866,000","-35,107,000","-35,389,000","43,750,000","-34,897,000","-33,818,000","-31,117,000","-34,164,000","-32,956,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"1,329,000","1,302,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-44,970,000","-33,563,000","-141,372,000","-41,633,000","-44,163,000","-46,703,000","-52,179,000","-42,493,000","-40,861,000","-45,001,000","-52,764,000","-42,866,000","-35,107,000","-35,389,000","43,750,000","-34,897,000","-33,818,000","-31,117,000","-34,164,000","-32,956,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"61,219,918","61,011,824","60,143,558","59,211,199","57,874,960","56,867,662","56,708,975","56,299,525","51,400,922","50,398,003","50,326,627","50,270,801","50,246,303","50,209,484","47,638,565","44,216,694","44,142,334","44,098,860","44,049,843","42,213,180",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"61,219,918","61,011,824","60,143,558","59,211,199","57,874,960","56,867,662","56,708,975","56,299,525","51,400,922","50,398,003","50,326,627","50,270,801","50,246,303","50,209,484","48,501,697","44,216,694","44,142,334","44,098,860","44,049,843","42,213,180",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.780%,7.287%,6.057%,5.172%,12.595%,12.837%,12.682%,11.992%,2.298%,0.375%,3.763%,13.692%,13.828%,13.857%,10.106%,4.746%,27.794%,27.998%,27.988%,22.709%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.735,-0.550,-2.351,-0.703,-0.763,-0.821,-0.920,-0.755,-0.795,-0.893,-1.048,-0.853,-0.699,-0.705,0.918,-0.789,-0.766,-0.706,-0.776,-0.781,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.735,-0.550,-2.351,-0.703,-0.763,-0.821,-0.920,-0.755,-0.795,-0.893,-1.050,-0.853,-0.699,-0.705,0.900,-0.793,-0.766,-0.710,-0.780,-0.781,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-25,215,000","-29,076,000","-40,743,000","-29,382,000","-29,252,000","-41,090,000","-36,480,000","-33,999,000","-47,082,000","-38,869,000","-53,759,000","-40,540,000","-40,266,000","-32,088,000","-33,543,000","-29,206,000","-27,161,000","-29,729,000","-36,098,000","-32,221,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.412,-0.477,-0.677,-0.496,-0.505,-0.723,-0.643,-0.604,-0.916,-0.771,-1.068,-0.806,-0.801,-0.639,-0.692,-0.661,-0.615,-0.674,-0.819,-0.763,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,88.487%,89.865%,89.190%,86.659%,89.282%,88.367%,87.610%,88.305%,88.399%,95.831%,84.646%,87.011%,78.405%,50.000%,88.571%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-131.981%,-139.205%,-538.711%,-170.277%,-195.312%,-242.464%,-458.026%,-478.987%,-916.597%,-497.419%,-3517.423%,-2806.219%,-4303.502%,-14756.204%,-98280.000%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-135.244%,-115.424%,-544.429%,-171.796%,-196.245%,-242.979%,-454.957%,-483.424%,-953.805%,-496.371%,-3522.296%,-2359.163%,-3415.078%,-12915.693%,125000.000%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-75.832%,-99.993%,-156.903%,-121.243%,-129.986%,-213.777%,-318.075%,-386.792%,-1099.020%,-428.734%,-3588.718%,-2231.150%,-3916.926%,-11710.949%,-95837.143%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-43,500,000","-40,088,000","-139,482,000","-40,848,000","-43,511,000","-46,162,000","-52,074,000","-41,661,000","-38,825,000","-44,658,000","-52,341,000","-50,664,000","-43,925,000","-40,115,000","-34,197,000","-34,895,000","-34,112,000","-31,745,000","-35,133,000","-34,033,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-130.823%,-137.864%,-,-168.556%,-193.348%,-240.164%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"385,000","390,000","405,000","417,000","442,000","442,000","457,000","442,000","442,000","438,000","350,000","325,000","315,000","317,000","201,000","178,000","172,000","173,000","167,000","191,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-43,885,000","-40,478,000","-139,887,000","-41,265,000","-43,953,000","-46,604,000","-52,531,000","-42,103,000","-39,267,000","-45,096,000","-52,691,000","-50,989,000","-44,240,000","-40,432,000","-34,398,000","-35,073,000","-34,284,000","-31,918,000","-35,300,000","-34,224,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-131.981%,-139.205%,-,-170.277%,-195.312%,-242.464%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.466%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"33,251,000","29,078,000","25,967,000","24,234,000","22,504,000","19,221,000","11,469,000","8,790,000","4,284,000","9,066,000",-,"3,154,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
