Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Income Tax Expense,"88,000","-509,000","93,000","-100,000","89,000","90,000","-580,000","85,000","70,000","30,193,000","-4,323,000","-4,343,000","-5,101,000","-3,765,000","-2,607,000","-2,852,000","-5,040,000","5,292,000","-9,510,000","-8,997,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-2,625,000","-13,822,000","-27,342,000","-28,786,000","-36,274,000","-64,432,000","-30,784,000","-27,450,000","-20,146,000","-63,444,000","-26,424,000","-22,301,000","-22,002,000","-19,581,000","-13,445,000","-11,278,000","-11,703,000","30,874,000","-865,000","-2,739,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,625,000","-13,822,000","-27,342,000","-28,786,000","-36,274,000","-64,432,000","-30,784,000","-27,450,000","-20,146,000","-63,444,000","-26,424,000","-22,301,000","-22,002,000","-19,581,000","-13,445,000","-11,278,000","-11,703,000","30,874,000","-865,000","-2,739,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,625,000","-13,822,000","-27,342,000","-28,786,000","-36,274,000","-64,432,000","-30,784,000","-27,450,000","-20,146,000","-63,444,000","-26,424,000","-22,301,000","-22,002,000","-19,581,000","-13,445,000","-11,278,000","-11,703,000","30,874,000","-865,000","-2,739,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"96,300,000","96,151,000","91,693,000","89,903,000","89,380,000","77,246,000","63,886,000","62,299,000","60,201,000","59,037,000","58,824,000","58,622,000","58,585,000","58,488,000","58,443,000","58,325,000","58,213,000","54,272,000","41,057,000","37,465,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"96,300,000","96,151,000","91,693,000","89,903,000","89,380,000","77,246,000","63,886,000","62,299,000","60,201,000","59,037,000","58,824,000","58,622,000","58,585,000","58,488,000","58,443,000","58,325,000","58,213,000","69,942,000","41,057,000","37,465,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),7.742%,24.474%,43.526%,44.309%,48.469%,30.843%,8.605%,6.272%,2.758%,0.939%,0.652%,0.509%,0.639%,-16.376%,42.346%,55.679%,55.500%,87.231%,9.913%,1.057%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.027,-0.144,-0.298,-0.320,-0.406,-0.834,-0.482,-0.441,-0.335,-1.075,-0.449,-0.380,-0.376,-0.335,-0.230,-0.193,-0.201,0.569,-0.021,-0.073,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.030,-0.144,-0.300,-0.320,-0.410,-0.834,-0.482,-0.446,-0.335,-1.075,-0.450,-0.380,-0.380,-0.335,-0.230,-0.195,-0.201,0.488,-0.021,-0.073,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-6,890,000","-18,186,000","-29,704,000","-28,029,000","-38,226,000","-32,023,000","-30,233,000","-15,366,000","-7,519,000","-14,090,000","-34,045,000","-22,506,000","-21,238,000","-10,153,000","-23,439,000","-19,190,000","-10,225,000","-7,781,000","-11,636,000","-8,253,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.072,-0.189,-0.324,-0.312,-0.428,-0.415,-0.473,-0.247,-0.125,-0.239,-0.579,-0.384,-0.363,-0.174,-0.401,-0.329,-0.176,-0.111,-0.283,-0.220,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,87.696%,93.282%,94.400%,96.438%,98.332%,97.594%,-,-,-,-,-,-,-,-,-,-,-,67.446%,79.931%,78.044%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-0.654%,-30.698%,-95.794%,-128.001%,-500.570%,-3311.564%,-,-,-,-,-,-,-,-,-,-,-,-45.080%,-31.528%,-64.075%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5.247%,-33.303%,-100.603%,-147.977%,-517.166%,-4306.952%,-,-,-,-,-,-,-,-,-,-,-,305.956%,-7.065%,-24.911%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-13.773%,-43.817%,-109.294%,-144.086%,-544.996%,-2140.575%,-,-,-,-,-,-,-,-,-,-,-,-77.108%,-95.042%,-75.061%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"708,000","-12,304,000","-25,494,000","-24,458,500","-34,515,000","-48,940,000","-27,710,000","-22,630,000","-16,628,000","-26,098,000","-28,367,000","-22,935,000","-25,466,000","-21,737,000","-14,646,000","-13,867,000","-13,670,000","-4,030,000","-3,404,000","-6,249,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,1.415%,-29.645%,-93.804%,-125.731%,-,-,-,-,-,-,-,-,-,-,-,-,-,-39.937%,-27.804%,-56.835%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,035,000","437,000","541,000","441,500","595,000","601,000","588,000","586,000","401,000","247,000","259,000","201,000","197,000","199,000","218,000","393,000","322,000","519,000","456,000","796,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-327,000","-12,741,000","-26,035,000","-24,900,000","-35,110,000","-49,541,000","-28,298,000","-23,216,000","-17,029,000","-26,345,000","-28,626,000","-23,136,000","-25,663,000","-21,936,000","-14,864,000","-14,260,000","-13,992,000","-4,549,000","-3,860,000","-7,045,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-0.654%,-30.698%,-95.794%,-128.001%,-,-,-,-,-,-,-,-,-,-,-,-,-,-45.080%,-31.528%,-64.075%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.633%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"59,215,000",Upgrade,Financials in USD,Fiscal year is January - December
