Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-1,132,000","-2,433,000","-2,483,000","-3,073,000","-2,449,000","-1,599,000","-2,168,000","-3,339,000","-2,330,000","-2,449,000","-1,965,000","-5,913,000","-2,245,000","-2,252,000","-1,695,000","-1,435,000","-1,027,322","-951,191","-1,370,126","-1,306,361",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,132,000","-2,433,000","-2,483,000","-3,073,000","-2,449,000","-1,599,000","-2,168,000","-3,339,000","-2,330,000","-2,449,000","-1,965,000","-5,913,000","-2,245,000","-2,252,000","-1,695,000","-1,435,000","-1,027,322","-951,191","-1,370,126","-1,306,361",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,132,000","-2,433,000","-2,483,000","-3,073,000","-2,449,000","-1,599,000","-2,168,000","-3,339,000","-2,330,000","-2,449,000","-1,965,000","-5,913,000","-2,245,000","-2,252,000","-1,695,000","-1,435,000","-1,027,322","-951,191","-1,370,126","-1,306,361",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,228,000","3,228,000","3,197,000","3,179,000","2,949,000","2,856,000","2,856,000","2,833,000","2,849,000","2,830,000","2,820,000","4,237,000","1,635,000","1,558,134","1,312,534","681,227","305,077","231,092","228,395","224,107",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,228,000","3,228,000","3,197,000","3,179,000","2,949,000","2,856,000","2,856,000","2,833,000","2,849,000","2,830,000","2,820,000","4,237,000","1,635,000","1,558,134","1,312,534","681,227","305,077","231,092","228,395","224,107",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),9.461%,13.025%,11.940%,12.213%,3.510%,0.919%,1.277%,-33.137%,74.251%,81.628%,114.852%,521.966%,435.930%,574.248%,474.677%,203.974%,52.790%,68.358%,78.636%,91.600%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.351,-0.754,-0.777,-0.967,-0.830,-0.560,-0.759,-1.179,-0.818,-0.865,-0.697,-1.396,-1.373,-1.445,-1.291,-2.106,-3.367,-4.116,-5.999,-5.829,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.351,-0.754,-0.780,-0.967,-0.830,-0.560,-0.760,-1.179,-0.818,-0.865,-0.697,-1.396,-1.373,-1.445,-1.291,-2.106,-3.367,-4.116,-5.999,-5.829,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-778,000","-2,063,000","-2,942,000","-2,596,000","-1,802,000","-1,623,000","-2,186,000","-2,293,000","-1,696,000","-1,966,000","-2,053,000","-3,146,000","-1,511,000","-1,602,000","-1,742,000","-1,320,000","-871,157","-1,020,553","-1,403,641","-1,051,649",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.241,-0.639,-0.920,-0.817,-0.611,-0.568,-0.765,-0.809,-0.595,-0.695,-0.728,-0.743,-0.924,-1.028,-1.327,-1.938,-2.856,-4.416,-6.146,-4.693,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,435,940","-1,027,495","-951,271","-1,370,410","-1,336,324",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,128,124,124,124,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,195,000","-2,512,000","-2,589,000","-3,240,000","-2,614,000","-1,784,000","-2,292,000","-3,476,000","-2,394,000","-2,471,000","-1,946,000","-5,931,000","-2,245,000","-2,254,000","-1,696,000","-1,436,000","-1,027,623","-951,395","-1,370,534","-1,336,448",Upgrade,Financials in USD,Fiscal year is January - December
