Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-9,000,000","-7,000,000","-8,000,000","-6,000,000","-9,000,000","-8,000,000","-8,000,000","-6,000,000","-7,000,000","-5,000,000","-4,000,000","-2,000,000","-7,000,000","-7,000,000","-6,000,000",-,"-6,000,000","-7,000,000","-6,000,000","-3,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"5,000,000","6,000,000","6,000,000","10,000,000","12,000,000","11,000,000","11,000,000","10,000,000","6,000,000","2,000,000",-,"2,000,000",-,"1,000,000","2,000,000","2,000,000","1,000,000","2,000,000","4,000,000","5,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,"1,000,000","-1,000,000",-,-,-,"1,000,000",-,-,-,"2,000,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"90,000,000","-127,000,000","64,000,000","61,000,000","60,000,000","72,000,000","73,000,000","44,000,000","57,000,000","59,000,000","49,000,000","14,000,000","50,000,000","60,000,000","47,000,000","34,000,000","25,000,000","19,000,000","1,000,000","-36,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-21,000,000","-2,000,000",-,"16,000,000",-,"-4,000,000","-12,000,000",-,-,-,-,"1,000,000",-,-,-,"-2,000,000","-7,000,000",-,"-2,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-5,000,000",-,-,-,-,-,"1,000,000",-,-,"-2,000,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,"1,000,000",-,-,"1,000,000","20,000,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-28,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-37,000,000","-2,000,000","-1,000,000","-2,000,000","-241,000,000","-2,000,000","-2,000,000","-298,000,000","-1,000,000","-2,000,000","-2,000,000","-8,000,000","-19,000,000","8,000,000",-,"-52,000,000",-,-,-,"-10,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-4,000,000",-,"-14,000,000",-,"-4,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000",-,"1,000,000",-,"-2,000,000","6,000,000","6,000,000","-5,000,000","1,000,000","-190,000,000","4,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,000,000","-135,000,000","63,000,000","62,000,000","-181,000,000","62,000,000","58,000,000","-255,000,000","54,000,000","58,000,000","48,000,000","40,000,000","31,000,000","66,000,000","53,000,000","-14,000,000","13,000,000","20,000,000","-191,000,000","-42,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-5,000,000","-28,000,000","16,000,000","8,000,000","-46,000,000","23,000,000","14,000,000","-72,000,000","13,000,000","10,000,000","7,000,000","4,000,000","4,000,000","4,000,000","-27,000,000","-1,000,000","3,000,000","2,000,000","-28,000,000","13,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"4,000,000","-107,000,000","47,000,000","54,000,000","-135,000,000","39,000,000","44,000,000","-183,000,000","41,000,000","48,000,000","41,000,000","36,000,000","27,000,000","62,000,000","80,000,000","-13,000,000","10,000,000","18,000,000","-163,000,000","-55,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"4,000,000","-107,000,000","47,000,000","54,000,000","-135,000,000","39,000,000","44,000,000","-183,000,000","41,000,000","48,000,000","41,000,000","36,000,000","27,000,000","62,000,000","80,000,000","-13,000,000","10,000,000","18,000,000","-163,000,000","-55,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,6.818%,-,-,-18.750%,7.317%,-,51.852%,-22.581%,-48.750%,-,170.000%,244.444%,-,-,-79.167%,-76.000%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"132,103,000","134,848,000","135,737,000","141,950,000","137,694,000","138,101,000","136,536,000","136,784,000","140,034,000","140,686,000","140,740,000","145,659,800","146,665,000","146,887,000","146,844,000","146,572,600","146,526,800","146,441,600","146,396,400","146,047,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"133,552,000","134,848,000","138,710,000","141,950,000","137,694,000","142,730,000","140,988,000","136,784,000","146,628,000","147,281,000","146,238,000","154,228,200","152,606,000","156,068,000","156,268,800","153,999,000","154,527,000","154,635,200","146,396,400","146,047,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-3.008%,-5.522%,-1.616%,3.777%,-6.093%,-3.090%,-3.590%,-11.311%,-3.917%,-5.630%,-6.419%,0.149%,-1.243%,0.927%,6.744%,5.445%,2.157%,2.241%,-3.245%,-2.783%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.030,-0.793,0.346,0.380,-0.980,0.282,0.322,-1.338,0.293,0.341,0.291,0.247,0.184,0.422,0.545,-0.089,0.068,0.123,-1.113,-0.377,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.030,-0.793,0.340,0.378,-0.980,0.270,0.310,-1.340,0.280,0.330,0.280,0.232,0.180,0.400,0.500,-0.095,0.050,0.100,-1.113,-0.377,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,9.677%,-,-,-18.182%,10.714%,-,55.556%,-17.500%,-44.000%,-,260.000%,300.000%,-,-,-83.333%,-80.000%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"1,000,000","84,000,000","-57,000,000","-285,000,000","19,000,000","-20,000,000","-37,000,000","-19,000,000","60,000,000","25,000,000","-75,000,000","165,000,000","25,000,000","70,000,000","89,000,000","-73,000,000","24,000,000","-2,000,000","-146,000,000","36,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.007,0.623,-0.411,-2.008,0.138,-0.140,-0.262,-0.139,0.409,0.170,-0.513,1.070,0.164,0.449,0.570,-0.474,0.155,-0.013,-0.997,0.246,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,80.782%,68.896%,83.803%,80.887%,83.026%,81.884%,84.585%,81.818%,82.759%,82.805%,82.126%,82.511%,86.096%,85.075%,82.222%,84.324%,82.390%,87.333%,89.542%,67.669%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,30.619%,-42.140%,22.887%,19.795%,21.033%,25.000%,27.668%,16.116%,25.000%,28.054%,25.604%,5.381%,30.481%,32.836%,28.333%,17.297%,18.868%,16.000%,1.961%,-28.571%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,1.303%,-35.786%,16.549%,18.430%,-49.815%,14.130%,17.391%,-75.620%,17.672%,21.719%,19.807%,16.143%,14.439%,30.846%,44.444%,-7.027%,6.289%,12.000%,-106.536%,-41.353%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,0.326%,28.094%,-20.070%,-97.270%,7.011%,-7.246%,-14.625%,-7.851%,25.862%,11.312%,-36.232%,73.991%,13.369%,34.826%,49.444%,-39.459%,15.094%,-1.333%,-95.425%,27.068%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"99,999,994","-103,000,000","72,000,000","64,000,000","63,000,000","72,000,000","74,000,000","39,000,000","67,000,000","63,000,000","54,000,000","20,000,000","58,000,000","68,000,000","52,000,000","37,000,000","32,000,000","27,000,000","6,000,000","-32,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,32.573%,-34.448%,25.352%,21.843%,23.247%,26.087%,29.249%,16.116%,28.879%,28.507%,26.087%,8.969%,31.016%,33.831%,28.889%,20.000%,20.126%,18.000%,3.921%,-24.060%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,999,994","23,000,000","7,000,000","6,000,000","6,000,000","3,000,000","4,000,000",-,"9,000,000","1,000,000","1,000,000","8,000,000","1,000,000","2,000,000","1,000,000","5,000,000","2,000,000","3,000,000","3,000,000","6,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"94,000,000","-126,000,000","65,000,000","58,000,000","57,000,000","69,000,000","70,000,000","39,000,000","58,000,000","62,000,000","53,000,000","12,000,000","57,000,000","66,000,000","51,000,000","32,000,000","30,000,000","24,000,000","3,000,000","-38,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,30.619%,-42.140%,22.887%,19.795%,21.033%,25.000%,27.668%,16.116%,25.000%,28.054%,25.604%,5.381%,30.481%,32.836%,28.333%,17.297%,18.868%,16.000%,1.961%,-28.571%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,25.397%,12.903%,-,37.097%,24.138%,-,24.074%,17.241%,14.583%,10.000%,12.903%,6.061%,-,-,23.077%,10.000%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
