Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Net Income,"-19,170,000","-11,350,000","-13,109,000","-11,831,000","-16,923,000","-18,140,000","-14,791,000","-13,164,000","-20,276,000","-23,471,000","-17,501,000","-18,177,000","-19,433,000","-15,601,000","6,401,000","-110,694,000","-11,459,000","-21,125,000","-19,735,000","-14,508,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-19,170,000","-11,350,000","-13,109,000","-11,831,000","-16,923,000","-18,140,000","-14,791,000","-13,164,000","-20,276,000","-23,471,000","-17,501,000","-18,177,000","-19,433,000","-15,601,000","6,401,000","-110,694,000","-11,459,000","-21,125,000","-19,735,000","-14,508,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"63,148,968","62,724,604","58,797,311","57,246,000","57,023,151","56,920,260","56,475,572","56,266,000","56,176,949","56,079,569","55,731,217","55,574,000","55,007,132","51,150,063","37,100,897","33,749,000","33,748,690","33,732,754","33,720,436","30,713,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"63,148,968","62,724,604","58,797,311","57,246,000","57,023,151","56,920,260","56,475,572","56,266,000","56,176,949","56,079,569","55,731,217","55,574,000","55,007,132","51,150,063","41,104,627","33,749,000","33,748,690","33,732,754","33,720,436","30,713,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),10.743%,10.197%,4.111%,1.742%,1.506%,1.499%,1.336%,1.245%,2.127%,9.637%,35.584%,64.669%,62.990%,51.633%,21.898%,9.885%,22.854%,23.073%,23.382%,12.399%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.304,-0.181,-0.223,-0.207,-0.297,-0.319,-0.262,-0.234,-0.361,-0.419,-0.314,-0.327,-0.353,-0.305,0.173,-3.280,-0.340,-0.626,-0.585,-0.472,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.304,-0.181,-0.223,-0.207,-0.297,-0.319,-0.262,-0.234,-0.361,-0.420,-0.314,-0.327,-0.353,-0.305,0.162,-3.280,-0.340,-0.626,-0.590,-0.472,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-6,035,000","-6,935,000","-10,871,000","604,000","-953,000","-13,318,000","-20,814,000","-9,640,000","-17,560,000","-21,119,000","-38,211,000","-9,437,000","-32,125,000","16,116,000","-8,335,000","-2,283,000","-13,834,000","-14,057,000","-28,512,000","-15,921,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.096,-0.111,-0.185,0.011,-0.017,-0.234,-0.369,-0.171,-0.313,-0.377,-0.686,-0.170,-0.584,0.315,-0.203,-0.068,-0.410,-0.417,-0.846,-0.518,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,70.168%,71.488%,69.550%,68.409%,69.150%,70.186%,70.888%,69.367%,60.205%,57.433%,61.047%,54.312%,56.929%,56.694%,59.905%,64.630%,72.516%,75.045%,59.804%,81.303%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-21.355%,-9.112%,-12.378%,-8.331%,-23.267%,-18.228%,-24.908%,-20.226%,-49.208%,-48.258%,-41.677%,-45.552%,-66.387%,-53.307%,-132.391%,-81.110%,-63.592%,-172.918%,-259.899%,-84.126%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-31.382%,-16.963%,-22.094%,-19.395%,-33.833%,-36.761%,-35.452%,-30.161%,-59.813%,-63.157%,-51.613%,-52.448%,-72.846%,-59.779%,52.291%,-537.950%,-64.883%,-270.625%,-188.024%,-74.603%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-9.880%,-10.365%,-18.322%,0.990%,-1.905%,-26.989%,-49.889%,-22.087%,-51.801%,-56.828%,-112.690%,-27.230%,-120.422%,61.752%,-68.091%,-11.095%,-78.331%,-180.079%,-271.646%,-81.869%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-11,958,000","-4,670,000","-5,935,000","-3,709,000","-10,327,000","-7,748,000","-9,190,000","-7,801,000","-15,761,000","-17,081,000","-13,210,000","-14,867,000","-16,787,000","-12,166,000","-14,173,000","-14,814,000","-9,487,000","-11,840,000","-25,530,000","-16,066,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-19.576%,-6.980%,-10.003%,-6.080%,-20.646%,-15.701%,-22.027%,-17.873%,-46.494%,-45.962%,-38.958%,-42.898%,-62.927%,-46.617%,-115.783%,-71.993%,-53.717%,-151.678%,-243.235%,-82.614%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,087,000","1,427,000","1,409,000","1,373,000","1,311,000","1,247,000","1,202,000","1,027,000","920,000","853,000","922,000","920,000","923,000","1,746,000","2,033,000","1,876,000","1,744,000","1,658,000","1,749,000","294,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-13,045,000","-6,097,000","-7,344,000","-5,082,000","-11,638,000","-8,995,000","-10,392,000","-8,828,000","-16,681,000","-17,934,000","-14,132,000","-15,787,000","-17,710,000","-13,912,000","-16,206,000","-16,690,000","-11,231,000","-13,498,000","-27,279,000","-16,360,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-21.355%,-9.112%,-12.377%,-8.331%,-23.267%,-18.228%,-24.908%,-20.226%,-49.208%,-48.258%,-41.677%,-45.552%,-66.387%,-53.307%,-132.391%,-81.110%,-63.592%,-172.918%,-259.899%,-84.126%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.187%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"61,085,000","66,909,000","59,333,000","60,999,000","50,019,000","49,346,000","41,721,000","43,646,000","33,899,000","37,163,000","33,908,000","34,657,000","26,677,000","26,098,000","12,241,000","20,577,000","17,661,000","7,806,000",-,"19,447,000",Upgrade,Financials in USD,Fiscal year is January - December
