Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+5 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-148,869,000","-47,837,000","-51,584,000","-36,368,000","-34,725,000","-38,393,000","-28,836,000","-24,586,000","-26,803,000","-25,054,000","-25,564,000","-26,435,000","-28,329,000","-20,723,000","-14,782,000","-12,663,000","-14,579,000","-11,771,000","-10,545,000","-19,151,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"204,000","134,000","97,000","3,867,000",-,-,-,"16,000","2,000",-,"1,000","-147,000",-,-,-,"-82,000","24,000",-,"-1,000","132,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-149,073,000","-47,971,000","-51,681,000","-40,235,000","-34,725,000","-38,393,000","-28,836,000","-24,602,000","-26,805,000","-25,054,000","-25,565,000","-26,288,000","-28,329,000","-20,723,000","-14,782,000","-12,581,000","-14,603,000","-11,771,000","-10,544,000","-19,283,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-149,073,000","-47,971,000","-51,681,000","-40,235,000","-34,725,000","-38,393,000","-28,836,000","-24,602,000","-26,805,000","-25,054,000","-25,565,000","-26,288,000","-28,329,000","-20,723,000","-14,782,000","-12,581,000","-14,603,000","-11,771,000","-10,544,000","-19,283,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"107,075,197","99,831,111","95,846,740","80,696,621","76,336,050","74,126,569","53,171,370","50,809,279","47,253,527","20,351,560","20,339,416","20,261,662","20,092,094","20,060,061","20,010,412","19,895,952","16,884,244","13,797,356","13,789,786","7,486,577",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"107,075,197","99,831,111","95,846,740","80,696,621","76,336,050","74,126,569","53,171,370","50,809,279","47,253,527","20,351,560","20,339,416","20,261,662","20,092,094","20,060,061","20,010,412","19,895,952","16,884,244","13,797,356","13,789,786","7,486,577",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),40.268%,34.677%,80.260%,58.823%,61.546%,264.230%,161.420%,150.766%,135.185%,1.453%,1.644%,1.838%,18.999%,45.391%,45.110%,165.755%,2662.357%,2157.325%,2156.086%,1121.170%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.392,-0.481,-0.539,-0.499,-0.455,-0.518,-0.542,-0.484,-0.567,-1.231,-1.257,-1.297,-1.410,-1.033,-0.739,-0.632,-0.865,-0.853,-0.765,-2.576,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.392,-0.481,-0.539,-0.499,-0.455,-0.518,-0.542,-0.484,-0.567,-1.231,-1.257,-1.297,-1.410,-1.033,-0.739,-0.632,-0.865,-0.853,-0.765,-2.576,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-145,359,000","-61,164,000","-39,720,000","-34,297,000","-30,361,000","-34,447,000","-30,085,000","-27,098,000","-14,815,000","-14,834,000","-24,350,000","-28,267,000","-13,466,000","-20,125,000","-14,986,000","-14,030,000","-12,957,000","-11,570,000","-7,813,000","-11,243,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.358,-0.613,-0.414,-0.425,-0.398,-0.465,-0.566,-0.533,-0.314,-0.729,-1.197,-1.395,-0.670,-1.003,-0.749,-0.705,-0.767,-0.839,-0.567,-1.502,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-151,930,000","-53,424,000","-57,268,000","-41,190,000","-39,335,000","-42,119,000","-28,510,000","-25,347,000","-27,025,000","-24,722,000","-25,090,000","-26,220,000","-28,189,000","-20,531,000","-14,724,000","-12,534,000","-14,415,000","-11,656,000","-10,690,000","-9,606,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"8,000","12,000","9,000","16,000","10,000","10,000","14,000","15,000","16,000","16,000","18,000","21,000","23,000","20,000","15,000","13,000","18,000","17,000","12,000","5,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-151,938,000","-53,436,000","-57,277,000","-41,206,000","-39,345,000","-42,129,000","-28,524,000","-25,362,000","-27,041,000","-24,738,000","-25,108,000","-26,241,000","-28,212,000","-20,551,000","-14,739,000","-12,547,000","-14,433,000","-11,673,000","-10,702,000","-9,611,000",Upgrade,Financials in USD,Fiscal year is January - December
