Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Free Cash Flow,"-10,947,000","-10,911,000","-7,225,800","-4,567,700","-6,190,000","-7,891,000","-7,473,600","-9,945,800","-16,365,200","-16,143,400","-15,588,600","-12,045,400","-11,500,100","-6,322,800","-5,307,400","-5,139,700","904,900","-2,806,700","-2,579,200","-4,279,600",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-0.357,-0.357,-0.237,-0.155,-0.616,-1.076,-1.044,-1.443,-2.374,-2.344,-2.266,-1.786,-1.785,-0.999,-1.099,-1.902,0.405,-1.641,-1.644,-2.975,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,-,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,-7774.317%,-14441.667%,-5757.223%,-1916.383%,-2438.849%,-3953.672%,-6957.987%,-5437.918%,-,-6376.362%,-42912.596%,-2945.013%,-3575.279%,-2187.574%,-1407.332%,-1689.828%,-986.138%,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-7082.514%,-12777.381%,-4825.849%,-1543.461%,-2369.784%,-3900.000%,-6951.279%,-5434.967%,-,-6377.394%,-42900.771%,-3001.732%,-3678.659%,-2289.269%,-6689.274%,-1802.392%,-1091.317%,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,-5981.967%,-12989.286%,-3662.342%,-1110.282%,-2226.619%,-4458.192%,-4248.778%,-5537.751%,-,-5205.869%,-40073.522%,-3365.577%,-3212.318%,-1785.597%,-1201.041%,-1638.935%,270.928%,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-14,190,000","-12,097,000","-11,326,500","-7,852,500","-6,749,000","-6,966,000","-12,205,300","-9,735,900","-17,456,000","-19,740,800","-16,654,400","-10,496,500","-12,762,800","-7,711,700","-6,178,700","-5,272,900","-3,268,200","-3,096,400","-3,237,900","-5,937,300",Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"37,000","34,000","32,500","31,500","31,000","32,000","33,800","30,600","33,300","32,300","38,600","43,700","36,700","34,500","40,300","26,400","25,500","25,400","25,500","25,500",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-14,227,000","-12,131,000","-11,359,000","-7,884,000","-6,780,000","-6,998,000","-12,239,100","-9,766,500","-17,489,300","-19,773,100","-16,693,000","-10,540,200","-12,799,500","-7,746,200","-6,219,000","-5,299,300","-3,293,700","-3,121,800","-3,263,400","-5,962,800",Upgrade,Financials in USD,Fiscal year is April - March
Revenue as Reported,"183,000","84,000","197,300","411,400","278,000","177,000","175,900","179,600","-892,500","310,100","38,900","357,900","358,000","354,100","441,900","313,600","334,000",-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
