Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-12,970,000","-15,280,000","-11,924,000","-9,311,000","-11,717,000","-23,065,000","-17,326,000","-27,392,000","-21,922,000","-19,471,000","-18,019,000","-14,581,000","-10,807,000","-25,620,000","-7,077,000","-4,890,000","-3,074,000","-3,614,000","-3,944,000","12,382,067",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,100,000","-400,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-182,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"-332,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-12,970,000","-15,280,000","-11,924,000","-9,493,000","-11,717,000","-23,065,000","-17,326,000","-27,392,000","-21,922,000","-19,471,000","-18,019,000","-14,581,000","-10,807,000","-25,952,000","-7,077,000","-3,790,000","-10,474,000","-3,614,000","-3,944,000","12,382,067",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,"-52,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-12,970,000","-15,280,000","-11,924,000","-9,493,000","-11,717,000","-23,065,000","-17,326,000","-27,392,000","-21,922,000","-19,471,000","-18,019,000","-14,581,000","-10,755,000","-25,952,000","-7,077,000","-3,790,000","-10,474,000","-3,614,000","-3,944,000","12,382,067",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"12,546,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-12,970,000","-15,280,000","-11,924,000","-9,493,000","-11,717,000","-23,065,000","-17,326,000","-27,392,000","-21,922,000","-19,471,000","-18,019,000","-14,581,000","-10,755,000","-25,952,000","-7,077,000","-3,790,000","-10,474,000","-16,160,000","-3,944,000","12,382,067",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"278,171,593","257,506,254","257,232,636","256,640,227","256,492,558","238,311,498","225,523,627","220,072,823","216,591,011","215,862,977","205,693,498","199,207,502","198,790,980","195,572,189","186,298,122","170,651,969","141,591,218","83,537,463","52,627,228","38,055,756",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"278,171,593","257,506,254","257,232,636","256,640,227","256,492,558","238,311,498","225,523,627","220,072,823","216,591,011","215,862,977","205,693,498","199,207,502","198,790,980","195,572,189","186,298,122","170,651,969","141,591,218","83,537,463","52,627,228","38,055,756",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),8.452%,8.054%,14.060%,16.616%,18.423%,10.399%,9.641%,10.474%,8.954%,10.375%,10.411%,16.733%,40.398%,134.113%,253.996%,348.426%,2108.461%,1276.824%,960.915%,667.168%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.047,-0.059,-0.046,-0.037,-0.046,-0.097,-0.077,-0.124,-0.101,-0.090,-0.088,-0.073,-0.054,-0.133,-0.038,-0.022,-0.074,-0.193,-0.075,0.325,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.047,-0.059,-0.050,-0.039,-0.046,-0.100,-0.080,-0.124,-0.101,-0.090,-0.090,-0.073,-0.054,-0.133,-0.038,-0.022,-0.074,-0.193,-0.075,0.325,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-11,779,000","-10,424,000","-12,947,000","-14,024,000","-17,071,000","-21,583,000","-19,852,000","-18,938,000","-15,146,000","-15,163,000","-15,289,000","-12,996,000","-8,403,000","-22,064,000","-5,544,000","-4,534,000","-2,675,000","-3,068,000","-4,739,000","-8,771,301",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.042,-0.040,-0.050,-0.055,-0.067,-0.091,-0.088,-0.086,-0.070,-0.070,-0.074,-0.065,-0.042,-0.113,-0.030,-0.027,-0.019,-0.037,-0.090,-0.230,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-57.455%,-90.538%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1166.549%,-1353.988%,-1204.734%,-142.860%,-336.064%,-4853.608%,-4071.106%,-1139.590%,-,-,-,-,-,-,-,-,-,-7827.907%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1141.725%,-1339.176%,-1175.937%,-157.273%,-316.761%,-4755.670%,-3911.061%,-1100.965%,-,-,-,-,-,-,-,-,-,-37581.395%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1036.884%,-913.585%,-1276.824%,-232.339%,-461.503%,-4450.103%,-4481.264%,-761.174%,-,-,-,-,-,-,-,-,-,-7134.884%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-12,639,000","-14,871,000","-12,037,000","-8,444,000","-12,254,000","-23,366,000","-17,861,000","-28,180,000","-22,978,000","-19,475,000","-17,958,000","-14,494,000","-10,731,000","-25,561,000","-7,013,000","-4,864,000","-2,762,000","-3,346,000","-3,911,000","-4,253,260",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-139.894%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"613,000","578,000","179,000","179,000","177,000","174,000","174,000","173,000","141,000","90,000","76,000","78,000","58,000","49,000","44,000","44,000","20,000","20,000","18,000","25,982",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-13,252,000","-15,449,000","-12,216,000","-8,623,000","-12,431,000","-23,540,000","-18,035,000","-28,353,000","-23,119,000","-19,565,000","-18,034,000","-14,572,000","-10,789,000","-25,610,000","-7,057,000","-4,908,000","-2,782,000","-3,366,000","-3,929,000","-4,279,242",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-142.859%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,136,000","1,141,000","1,014,000","6,036,000","3,699,000","485,000","443,000","2,488,000",-,-,-,-,-,-,-,-,-,"43,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
