Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-1,199,000","-1,502,000","-2,290,000","-1,555,000","-1,353,000","-1,768,000","-1,345,000","-1,811,000","-136,000","-2,155,000","-330,000","-158,000","-2,289,000","-1,859,000","-1,518,000","-2,650,000","-3,221,000","-4,481,000","-1,582,000","-2,651,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"125,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-348,000",-,-,-,"-4,180,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"-865,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-2,245,000",-,-,-,"-2,557,000",-,-,-,-,-,-,-,-,-,-,-,"-157,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-13,000","-83,000","65,000","40,000",-,"40,000",-,"342,000",-,-,"219,000",-,-,-,-,"900,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,212,000","-1,585,000","-3,090,000","-4,108,000","-1,353,000","-1,728,000","-1,345,000","-8,206,000","-136,000","-2,155,000","-111,000","-158,000","-2,289,000","-1,859,000","-1,518,000","-1,750,000","-3,221,000","-4,481,000","-1,582,000","-2,683,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,000",-,"1,000",-,"3,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,212,000","-1,585,000","-3,090,000","-4,108,000","-1,353,000","-1,728,000","-1,345,000","-8,206,000","-136,000","-2,155,000","-111,000","-158,000","-2,289,000","-1,859,000","-1,518,000","-1,754,000","-3,221,000","-4,482,000","-1,582,000","-2,686,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,"-124,000",-,"-404,000","-308,000","-394,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,212,000","-1,585,000","-3,214,000","-4,108,000","-1,757,000","-2,036,000","-1,739,000","-8,206,000","-136,000","-2,155,000","-111,000","-158,000","-2,289,000","-1,859,000","-1,518,000","-1,754,000","-3,221,000","-4,482,000","-1,582,000","-2,686,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"1,005,000",-,"380,000","5,061,000",-,"1,996,000",-,-,"5,657,000",-,-,"735,000",-,-,-,-,-,-,-,"800,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,217,000","-1,585,000","-3,594,000","-9,169,000","-1,757,000","-4,032,000","-1,739,000","-8,206,000","-5,793,000","-2,155,000","-111,000","-893,000","-2,289,000","-1,859,000","-1,518,000","-1,754,000","-3,221,000","-4,482,000","-1,582,000","-3,486,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,710,000","1,155,000","704,914","197,057","134,000","91,000","58,143","54,086","45,829","43,057","40,886","36,989","36,670","34,744","34,108","34,103","32,683","24,803","22,839","22,555",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,710,000","1,155,000","704,914","197,057","134,000","91,000","58,143","54,086","45,829","43,057","40,886","36,989","36,670","34,744","34,108","34,103","32,683","24,803","22,839","22,555",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2668.657%,1169.231%,1112.380%,264.340%,192.391%,111.348%,42.208%,46.222%,24.977%,23.926%,19.872%,8.463%,12.199%,40.080%,49.341%,51.199%,72.479%,63.242%,63.685%,61.685%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.598,-1.372,-5.098,-46.530,-13.112,-44.308,-29.909,-151.721,-126.405,-50.050,-2.715,-24.142,-62.422,-53.506,-44.506,-51.432,-98.553,-180.704,-69.267,-154.556,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.598,-1.372,-5.098,-46.530,-13.112,-44.308,-29.909,-151.721,-126.405,-50.050,-2.715,-24.142,-62.422,-53.506,-44.506,-51.432,-98.553,-180.704,-69.267,-154.556,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,063,000","-580,000","-1,780,000","-316,000","-365,000","-1,845,000","-1,624,000","-1,209,000","-1,769,000","-1,707,000","-2,081,000","-4,326,000","-1,485,000","-1,989,000","-1,444,000","-1,466,000","-1,375,000","-1,041,000","-865,000","-1,429,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.556,-0.502,-2.525,-1.604,-2.724,-20.275,-27.931,-22.353,-38.600,-39.645,-50.898,-116.954,-40.496,-57.247,-42.336,-42.987,-42.071,-41.971,-37.874,-63.356,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,65.260%,66.333%,68.187%,48.699%,66.989%,49.208%,68.405%,48.175%,62.075%,50.191%,55.423%,52.884%,68.565%,71.214%,74.820%,56.939%,75.299%,48.795%,69.292%,65.200%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-43.466%,-43.875%,-59.711%,-21.411%,-28.134%,-29.740%,-57.503%,-73.813%,-11.945%,-58.766%,-72.777%,-100.662%,-101.060%,-87.154%,-84.117%,-93.114%,-95.023%,-26.883%,-81.131%,-129.460%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-90.823%,-66.042%,-136.602%,-246.016%,-70.818%,-114.092%,-74.348%,-225.254%,-151.411%,-58.848%,-3.391%,-28.144%,-101.060%,-87.154%,-84.007%,-92.903%,-148.433%,-112.500%,-83.615%,-204.577%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-84.515%,-24.167%,-67.655%,-8.479%,-14.712%,-52.207%,-69.431%,-33.187%,-46.236%,-46.614%,-63.581%,-136.338%,-65.563%,-93.249%,-79.911%,-77.648%,-63.364%,-26.130%,-45.719%,-83.862%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,052,000","-1,042,000","-1,559,000","-748,000","-685,000","-1,038,000","-1,332,000","-2,566,000","-338,000","-2,032,000","-2,261,000","-3,107,000","-2,277,000","-1,848,000","-1,511,000","-1,747,000","-2,050,000","-1,057,000","-1,521,000","-2,191,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-43.097%,-43.417%,-59.255%,-20.070%,-27.610%,-29.372%,-56.947%,-70.436%,-8.834%,-55.489%,-69.080%,-97.920%,-100.530%,-86.638%,-83.619%,-92.532%,-94.470%,-26.531%,-80.391%,-128.580%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"9,000","11,000","12,000","50,000","13,000","13,000","13,000","123,000","119,000","120,000","121,000","87,000","12,000","11,000","9,000","11,000","12,000","14,000","14,000","15,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,061,000","-1,053,000","-1,571,000","-798,000","-698,000","-1,051,000","-1,345,000","-2,689,000","-457,000","-2,152,000","-2,382,000","-3,194,000","-2,289,000","-1,859,000","-1,520,000","-1,758,000","-2,062,000","-1,071,000","-1,535,000","-2,206,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-43.466%,-43.875%,-59.711%,-21.411%,-28.134%,-29.740%,-57.503%,-73.813%,-11.944%,-58.766%,-72.777%,-100.662%,-101.060%,-87.154%,-84.117%,-93.114%,-95.023%,-26.882%,-81.131%,-129.460%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"2,441,000","2,400,000","2,631,000","3,727,000","2,481,000","3,534,000","2,339,000","3,643,000","3,826,000","3,662,000","3,273,000","3,173,000","2,265,000","2,133,000","1,807,000","1,888,000","2,170,000","3,984,000","1,892,000","1,704,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,"100,000","200,000","200,000",-,"300,000","200,000","300,000",-,"500,000","400,000","617,000",-,"800,000","700,000","700,000",-,"500,000","300,000","400,000",-,Upgrade,Financials in USD,Fiscal year is January - December
