Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"-16,000","54,000","377,000","180,000","78,000","360,000","34,000","195,000","59,000","118,000","193,000","1,205,000","13,000","9,000","14,000","24,000","42,000","-19,000","-105,000","42,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-29,524,000","-8,690,000","61,022,000","-56,344,000","-41,250,000","-49,835,000","-62,058,000","-55,747,000","-54,917,000","-66,124,000","-56,558,000","-67,753,000","-69,386,000","-43,668,000","-77,685,000","-104,476,000","-85,437,000","124,611,000","-78,322,000","-61,946,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,"-100,000","339,000","260,000","-200,000","-200,000","-173,000","-12,000",-,-,-,-,-,-,"73,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-18,250,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-53,235,000",-,-,-,-,-,-,-,-,-,"2,646,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-29,524,000","-61,925,000","61,022,000","-56,344,000","-41,250,000","-49,935,000","-61,719,000","-55,487,000","-55,117,000","-66,324,000","-56,731,000","-65,119,000","-69,386,000","-43,668,000","-90,935,000","-104,476,000","-85,437,000","124,611,000","-78,249,000","-61,946,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-29,524,000","-61,925,000","61,022,000","-56,344,000","-41,250,000","-49,935,000","-61,719,000","-55,487,000","-55,117,000","-66,324,000","-56,731,000","-65,119,000","-69,386,000","-43,668,000","-90,935,000","-104,476,000","-85,437,000","124,611,000","-78,249,000","-61,946,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-29,524,000","-61,925,000","61,022,000","-56,344,000","-41,250,000","-49,935,000","-61,719,000","-55,487,000","-55,117,000","-66,324,000","-56,731,000","-65,119,000","-69,386,000","-43,668,000","-90,935,000","-104,476,000","-85,437,000","124,611,000","-78,249,000","-61,946,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"194,930,830","188,793,816","169,258,564","112,403,358","111,869,478","109,243,845","78,440,266","73,487,416","67,806,292","63,227,406","60,954,755","36,845,550","26,455,209","26,225,073","25,991,817","26,882,830","27,830,281","27,665,728","27,519,229","27,371,067",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"194,930,830","188,793,816","189,641,251","112,403,358","111,869,478","109,243,845","78,440,266","73,487,416","67,806,292","63,227,406","60,954,755","36,845,550","26,455,209","26,225,073","25,991,817","26,882,830","27,830,281","28,854,445","27,519,229","27,371,067",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),74.248%,72.819%,141.765%,52.956%,64.984%,72.779%,28.686%,99.447%,156.306%,141.095%,134.515%,37.060%,-4.941%,-9.113%,-5.550%,-1.784%,2.424%,6.992%,-3.271%,2.061%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.151,-0.328,0.361,-0.501,-0.369,-0.457,-0.787,-0.755,-0.813,-1.049,-0.931,-1.767,-2.623,-1.665,-3.499,-3.886,-3.070,4.504,-2.843,-2.263,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.151,-0.328,0.336,-0.501,-0.369,-0.457,-0.790,-0.755,-0.813,-1.049,-0.931,-1.767,-2.623,-1.665,-3.499,-3.886,-3.070,4.320,-2.843,-2.263,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-35,492,000","-7,282,000","53,755,000","-37,056,000","-19,325,000","-24,750,000","-54,356,000","-42,472,000","-42,833,000","-50,532,000","-38,990,000","-57,706,000","-69,169,000","-47,866,000","-89,068,000","-68,726,000","-86,588,000","138,806,000","-69,538,000","-50,166,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.182,-0.039,0.283,-0.330,-0.173,-0.227,-0.693,-0.578,-0.632,-0.799,-0.640,-1.566,-2.615,-1.825,-3.427,-2.557,-3.111,4.811,-2.527,-1.833,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,46.384%,63.337%,82.954%,9.476%,16.801%,-12.018%,-76.879%,-97.646%,-87.824%,-120.837%,-66.936%,-112.265%,-114.373%,33.904%,-272.750%,-,-,83.328%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-31.039%,3.493%,52.470%,-131.371%,-81.053%,-143.714%,-199.782%,-225.917%,-219.299%,-277.989%,-228.228%,-361.197%,-386.876%,-80.014%,-872.073%,-991.585%,-2101.513%,60.861%,-4045.978%,-6004.481%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-57.182%,-83.871%,44.304%,-174.710%,-121.434%,-193.652%,-253.685%,-294.861%,-290.395%,-352.020%,-301.184%,-422.823%,-481.546%,-107.401%,-1139.822%,-1084.001%,-2228.985%,58.713%,-4252.663%,-6308.147%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-68.740%,-9.863%,39.028%,-114.902%,-56.890%,-95.982%,-223.421%,-225.699%,-225.674%,-268.202%,-206.997%,-374.690%,-480.040%,-117.725%,-1116.420%,-713.073%,-2259.014%,65.402%,-3779.239%,-5108.554%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-16,000,000","2,584,000","72,310,000","-42,361,000","-27,507,000","-37,007,000","-48,524,000","-42,421,000","-41,518,000","-52,226,000","-42,836,000","-55,475,000","-55,592,000","-32,380,000","-69,421,000","-95,409,000","-80,388,000","129,288,000","-74,340,000","-58,863,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-30.988%,3.500%,52.499%,-131.352%,-80.977%,-143.516%,-199.449%,-225.428%,-218.746%,-277.193%,-227.415%,-,-,-79.638%,-,-,-,60.917%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"26,000","5,000","41,000","6,000","26,000","51,000","81,000","92,000","105,000","150,000","153,000","153,000","153,000","153,000","153,000","160,000","163,000","118,000","106,000","101,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-16,026,000","2,579,000","72,269,000","-42,367,000","-27,533,000","-37,058,000","-48,605,000","-42,513,000","-41,623,000","-52,376,000","-42,989,000","-55,628,000","-55,745,000","-32,533,000","-69,574,000","-95,569,000","-80,551,000","129,170,000","-74,446,000","-58,964,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-31.039%,3.493%,52.469%,-131.370%,-81.053%,-143.714%,-199.782%,-225.917%,-219.299%,-277.989%,-228.228%,-,-,-80.014%,-,-,-,60.861%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"51,632,000","73,834,000","137,735,000","32,250,000","33,969,000","25,786,000","24,329,000","18,818,000","18,980,000","18,841,000","18,836,000","15,401,000","14,409,000","40,659,000","7,978,000","9,638,000","3,833,000","212,236,000","1,840,000","982,000",Upgrade,Financials in USD,Fiscal year is January - December
