Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Income Tax Expense,"20,000","2,000","7,000","9,000","25,000","10,000","25,000","55,000","74,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,760,000","-6,294,000","-6,448,000","-6,356,000","-5,604,000","-5,837,000","-6,068,000","-6,567,000","-9,271,000","-11,845,000","-11,874,000","-13,502,000","-9,935,000","-10,477,000","-8,687,000","-7,549,000","-6,458,000","-16,993,000","-5,869,000","-3,860,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,933,000",-,"2,114,000","1,952,000","6,422,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-7,760,000","-6,294,000","-6,448,000","-6,356,000","-5,604,000","-5,837,000","-6,068,000","-6,567,000","-9,271,000","-11,845,000","-11,874,000","-13,502,000","-9,935,000","-10,477,000","-8,687,000","-11,482,000","-6,458,000","-19,107,000","-7,821,000","-10,282,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"6,361,286","5,024,871","4,691,445","1,653,559","1,650,259","1,479,449","716,554","655,353","653,240","650,174","631,215","625,218","625,218","624,932","620,771","616,492","613,840","25,176","19,622","18,757",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"6,361,286","5,024,871","4,691,445","1,653,559","1,650,259","1,479,449","716,554","655,353","653,240","650,174","631,215","625,218","625,218","624,932","620,771","616,492","613,840","25,176","19,622","18,757",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),285.472%,239.645%,554.723%,152.316%,152.627%,127.547%,13.520%,4.820%,4.482%,4.039%,1.682%,1.415%,1.854%,2382.253%,3063.648%,3186.730%,3173.290%,22.906%,0.102%,-3.677%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.220,-1.253,-1.374,-3.844,-3.396,-3.945,-8.468,-10.021,-14.192,-18.218,-18.811,-21.596,-15.890,-16.765,-13.994,-18.625,-10.521,-758.937,-398.583,-548.169,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.220,-1.253,-1.374,-3.844,-3.396,-3.945,-8.468,-10.024,-14.192,-18.218,-18.811,-21.596,-15.890,-16.765,-13.994,-18.625,-10.521,-758.937,-398.700,-548.169,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,901,000","-5,160,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-115.229,-262.970,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-6,930,500","-5,707,500","-5,845,500","-5,543,500","-4,829,750","-5,363,500","-5,357,750","-6,181,750","-8,480,500","-11,161,500","-11,672,500","-13,374,500","-9,811,000","-10,356,500","-8,544,000","-7,635,000","-6,439,250","-7,018,000","-4,192,000","-4,171,250",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"455,500","413,500","455,500","455,500","430,250","456,500","430,250","430,250","279,500","402,500","279,500","279,500","253,000","273,500","253,000","253,000","236,750","254,000","244,000","236,750",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,386,000","-6,121,000","-6,301,000","-5,999,000","-5,260,000","-5,820,000","-5,788,000","-6,612,000","-8,760,000","-11,564,000","-11,952,000","-13,654,000","-10,064,000","-10,630,000","-8,797,000","-7,888,000","-6,676,000","-7,272,000","-4,436,000","-4,408,000",Upgrade,Financials in USD,Fiscal year is January - December
