Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Diluted),"662,158,182","653,904,978","603,493,451","594,977,503","579,508,305","547,280,946","544,459,004","408,143,890","405,237,474","403,868,713","332,066,889","330,833,782","328,934,491","327,026,907","323,638,696","318,813,084","318,799,174","246,966,143","200,222,092","198,447,315",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),14.262%,19.483%,10.843%,45.776%,43.005%,35.510%,63.961%,23.368%,23.197%,23.497%,2.604%,3.770%,3.179%,32.418%,61.640%,60.654%,68.567%,32.382%,7.419%,6.493%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.040,-0.103,-0.092,-0.087,-0.077,-0.090,-0.070,-0.104,-0.101,-0.070,-0.091,-0.097,-0.081,-0.090,-0.086,-0.075,-0.062,-0.064,-0.082,-0.146,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.040,-0.103,-0.092,-0.087,-0.077,-0.090,-0.070,-0.104,-0.101,-0.070,-0.091,-0.097,-0.081,-0.090,-0.086,-0.075,-0.062,-0.064,-0.082,-0.146,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-58,942,000","-53,684,000","-62,868,000","-41,002,000","-51,031,000","-29,803,000","-46,737,000","-35,321,000","-29,753,000","-28,712,000","-34,024,000","-22,271,000","-22,934,000","-17,814,000","-32,744,000","-12,625,000","-15,453,000","-12,590,000","-26,385,000","-10,455,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.089,-0.082,-0.104,-0.069,-0.088,-0.054,-0.086,-0.087,-0.073,-0.071,-0.102,-0.067,-0.070,-0.054,-0.101,-0.040,-0.048,-0.051,-0.132,-0.053,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,27.102%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-99.802%,-7860.884%,-18465.132%,-236039.130%,-29031.707%,-179141.379%,-190914.286%,-47525.243%,-11093.603%,-38323.288%,-23313.008%,-2979.038%,-23554.128%,-26999.065%,-20769.343%,-46532.000%,-18532.407%,-38981.395%,-32442.308%,-17548.538%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-93.548%,-7639.796%,-18220.395%,-225969.565%,-27320.122%,-169748.276%,-181533.333%,-41393.204%,-13821.886%,-38516.438%,-24469.919%,-3078.558%,-24492.661%,-27639.252%,-20309.489%,-47574.000%,-18195.370%,-36800.000%,-31451.923%,-17000.000%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-208.489%,-6086.621%,-20680.263%,-178269.565%,-31116.463%,-102768.966%,-222557.143%,-34292.233%,-10017.845%,-39331.507%,-27661.789%,-2141.442%,-21040.367%,-16648.598%,-23900.730%,-25250.000%,-14308.333%,-29279.070%,-50740.385%,-6114.035%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-28,184,000","-69,071,000","-56,023,000","-54,175,000","-47,504,000","-51,830,000","-39,993,000","-48,871,000","-32,869,000","-27,904,000","-28,618,000","-30,921,000","-25,621,000","-28,836,000","-28,406,000","-23,217,000","-19,966,000","-16,729,000","-16,843,000","-29,979,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-99.692%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"31,000","262,000","111,000","114,000","108,000","121,000","99,000","80,000","79,000","72,000","57,000","61,000","53,000","53,000","48,000","49,000","49,000","33,000","27,000","29,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-28,215,000","-69,333,000","-56,134,000","-54,289,000","-47,612,000","-51,951,000","-40,092,000","-48,951,000","-32,948,000","-27,976,000","-28,675,000","-30,982,000","-25,674,000","-28,889,000","-28,454,000","-23,266,000","-20,015,000","-16,762,000","-16,870,000","-30,008,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-99.802%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"28,271,000","882,000",-,-,"164,000","29,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
