Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-232,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"-100,000",-,-,-,-,-,-,-,"-100,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,930,000","-5,044,000","-6,199,000","-5,365,000","-5,261,000","-6,357,000","-6,187,000","-5,990,000","-37,383,000","-6,626,000","-6,705,000","-6,794,000","-6,927,000","-7,190,000","-8,063,000","-5,432,000","-5,325,000","-4,270,000","-3,986,000","-4,953,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,"-798,000",-,-,"-2,330,000",-,-,-,-,"-2,479,000",-,-,"-1,508,000",-,-,-,"-10,872,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-4,930,000","-5,044,000","-5,401,000","-5,365,000","-5,261,000","-4,027,000","-6,187,000","-5,990,000","-37,383,000","-6,626,000","-4,226,000","-6,794,000","-6,927,000","-5,682,000","-8,063,000","-5,432,000","-5,325,000","6,602,000","-3,986,000","-4,953,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-4,930,000","-5,044,000","-5,401,000","-5,365,000","-5,261,000","-4,027,000","-6,187,000","-5,990,000","-37,383,000","-6,626,000","-4,226,000","-6,794,000","-6,927,000","-5,682,000","-8,063,000","-5,432,000","-5,325,000","6,602,000","-3,986,000","-4,953,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,000","-2,000","-4,000","-4,000","-3,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,930,000","-5,044,000","-5,401,000","-5,365,000","-5,261,000","-4,027,000","-6,187,000","-5,990,000","-37,383,000","-6,626,000","-4,226,000","-6,794,000","-6,927,000","-5,682,000","-8,063,000","-5,431,000","-5,327,000","6,598,000","-3,990,000","-4,956,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,930,000","-5,044,000","-5,401,000","-5,365,000","-5,261,000","-4,027,000","-6,187,000","-5,990,000","-37,383,000","-6,626,000","-4,226,000","-6,794,000","-6,927,000","-5,682,000","-8,063,000","-5,431,000","-5,327,000","6,598,000","-3,990,000","-4,956,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"8,321,000","8,308,000","8,294,000","8,142,000","8,141,000","8,021,000","7,987,000","7,861,000","4,747,000","4,035,000","4,037,000","3,985,002","3,974,000","3,967,335","2,807,801","1,293,067","1,239,801","876,734","708,200","697,334",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"8,321,000","8,308,000","8,294,000","8,142,000","8,141,000","8,021,000","7,987,000","7,861,000","4,747,000","4,035,000","4,037,000","3,985,002","3,974,000","3,967,335","2,807,801","1,293,067","1,239,801","876,734","708,200","697,334",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.211%,3.578%,3.844%,3.575%,71.498%,98.786%,97.845%,97.265%,19.451%,1.706%,43.778%,208.182%,220.535%,352.513%,296.470%,85.430%,78.628%,26.537%,5.944%,6.161%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.592,-0.607,-0.651,-0.659,-0.646,-0.502,-0.775,-0.762,-7.875,-1.642,-1.047,-1.705,-1.743,-1.432,-2.872,-4.200,-4.297,7.526,-5.634,-7.107,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.592,-0.610,-0.651,-0.660,-0.646,-0.502,-0.775,-0.763,-7.880,-1.642,-1.047,-1.705,-1.743,-1.432,-2.872,-4.200,-4.297,7.526,-5.634,-7.107,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,518,000","-5,283,000","-7,027,000","-4,069,000","-3,583,000","-4,184,000","-8,196,000","-6,494,000","-4,022,000","-5,297,000","-5,642,000","-4,604,000","-5,039,000","-4,687,000","-7,975,000","-5,573,000","-3,518,000","4,491,000","-4,243,000","-4,220,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.303,-0.636,-0.847,-0.500,-0.440,-0.522,-1.026,-0.826,-0.847,-1.313,-1.398,-1.155,-1.268,-1.181,-2.840,-4.310,-2.838,5.122,-5.991,-6.052,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,294,000","-5,478,000","-6,555,000","-5,978,000","-5,917,000","-6,828,000","-6,796,000","-6,493,000","-7,319,000","-6,713,000","-6,613,000","-6,841,000","-6,954,000","-7,130,000","-8,070,000","-5,429,000","-5,334,000","-4,277,000","-4,042,000","-5,067,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"42,000","45,000","46,000","47,000","47,000","47,000","48,000","47,000","8,000","7,000","7,000","8,000","14,000","17,000","16,000","17,000","16,000","15,000","15,000","15,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,336,000","-5,523,000","-6,601,000","-6,025,000","-5,964,000","-6,875,000","-6,844,000","-6,540,000","-7,327,000","-6,720,000","-6,620,000","-6,849,000","-6,968,000","-7,147,000","-8,086,000","-5,446,000","-5,350,000","-4,292,000","-4,057,000","-5,082,000",Upgrade,Financials in USD,Fiscal year is January - December
